Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[9022, 9, 3680]",[10.552467346191406],C0220578,palonosetron,TREATS,C0027497,Nausea
"[4364, 9, 136]",[10.399027824401855],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[9022, 9, 5723]",[10.34353256225586],C0220578,palonosetron,TREATS,C0042963,Vomiting
"[9022, 9, 3681]",[10.280998229980469],C0220578,palonosetron,TREATS,C0027498,Nausea and vomiting
"[10122, 9, 2833]",[8.558568954467773],C0302583,iron,TREATS,C0021390,Inflammatory Bowel Diseases
"[5730, 9, 14038]",[8.403881072998047],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[3424, 9, 9300]",[8.069311141967773],C0025598,metformin,TREATS,C0242339,Dyslipidemias
"[2748, 9, 1288]",[8.02560043334961],C0020740,ibuprofen,TREATS,C0009443,Common Cold
"[1563, 9, 3681]",[7.835308074951172],C0011777,dexamethasone,TREATS,C0027498,Nausea and vomiting
"[12301, 9, 17273]",[7.715044021606445],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[7657, 9, 930]",[7.711838722229004],C0144576,paclitaxel,TREATS,C0007137,Squamous cell carcinoma
"[1221, 9, 3983]",[7.604095458984375],C0009014,clonidine,TREATS,C0030193,Pain
"[11651, 9, 869]",[7.574575424194336],C0537894,caspofungin,TREATS,C0006840,Candidiasis
"[13991, 9, 5070]",[7.487520217895508],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[10078, 9, 4821]",[7.472499847412109],C0299792,aripiprazole,TREATS,C0036337,Schizoaffective Disorder
"[1416, 9, 3110]",[7.412261009216309],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[2169, 9, 929]",[7.410236358642578],C0016360,fluorouracil,TREATS,C0007134,Renal Cell Carcinoma
"[260, 9, 2469]",[7.406301498413086],C0002502,amiloride,TREATS,C0018802,Congestive heart failure
"[11666, 9, 3119]",[7.382621765136719],C0541315,everolimus,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[14350, 9, 4810]",[7.364292144775391],C1122087,adalimumab,TREATS,C0036202,Sarcoidosis
"[1998, 9, 3249]",[7.351045608520508],C0015133,etoposide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[14135, 9, 2690]",[7.265212059020996],C0965129,rosuvastatin,TREATS,C0020473,Hyperlipidemia
"[2753, 9, 3726]",[7.2456464767456055],C0020823,ifosfamide,TREATS,C0027819,Neuroblastoma
"[1260, 9, 546]",[7.225107192993164],C0009262,colchicine,TREATS,C0004238,Atrial Fibrillation
"[14458, 9, 3249]",[7.182407379150391],C1144149,lenalidomide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[3361, 9, 3249]",[7.131841659545898],C0025241,melphalan,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[5272, 9, 3726]",[7.072221755981445],C0039871,thiotepa,TREATS,C0027819,Neuroblastoma
"[4364, 9, 5214]",[7.051862716674805],C0032952,prednisone,TREATS,C0039483,Giant Cell Arteritis
"[13362, 9, 929]",[7.045488357543945],C0796392,bevacizumab,TREATS,C0007134,Renal Cell Carcinoma
"[3761, 9, 2690]",[7.0448760986328125],C0028027,nicotinamide,TREATS,C0020473,Hyperlipidemia
"[13153, 9, 1380]",[7.037681579589844],C0770565,dexamethasone phosphate,TREATS,C0010346,Crohn Disease
"[1416, 9, 3119]",[7.034636497497559],C0010583,cyclophosphamide,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[1416, 9, 322]",[7.015895843505859],C0010583,cyclophosphamide,TREATS,C0002874,Aplastic Anemia
"[4229, 9, 4822]",[6.977762222290039],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[4364, 9, 2492]",[6.955775260925293],C0032952,prednisone,TREATS,C0018916,Hemangioma
"[13345, 9, 1578]",[6.9460601806640625],C0795635,insulin human,TREATS,C0011849,Diabetes Mellitus
"[3445, 9, 322]",[6.943925857543945],C0025677,methotrexate,TREATS,C0002874,Aplastic Anemia
"[5640, 9, 588]",[6.866776466369629],C0042313,vancomycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[4363, 9, 1430]",[6.8554840087890625],C0032950,prednisolone,TREATS,C0010674,Cystic Fibrosis
"[3211, 9, 3680]",[6.737245559692383],C0024002,lorazepam,TREATS,C0027497,Nausea
