Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[6305, 9, 12851]",[97.76160430908203],C0060507,fluocinolone,TREATS,C0730285,Macular edema due to diabetes mellitus
"[288, 9, 4127]",[95.20448303222656],C0002645,amoxicillin,TREATS,C0031154,Peritonitis
"[6652, 9, 546]",[90.64173889160156],C0070166,clopidogrel,TREATS,C0004238,Atrial Fibrillation
"[1416, 9, 3110]",[89.51061248779297],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[808, 9, 11393]",[89.32720947265625],C0006400,bupivacaine,TREATS,C0474368,Labor Pain
"[13153, 9, 1380]",[89.21000671386719],C0770565,dexamethasone phosphate,TREATS,C0010346,Crohn Disease
"[14603, 9, 3617]",[88.33187866210938],C1176309,bortezomib,TREATS,C0026987,Myelofibrosis
"[1416, 9, 322]",[85.87686920166016],C0010583,cyclophosphamide,TREATS,C0002874,Aplastic Anemia
"[3359, 9, 2468]",[85.70613098144531],C0025219,melatonin,TREATS,C0018801,Heart failure
"[9022, 9, 3680]",[85.36650848388672],C0220578,palonosetron,TREATS,C0027497,Nausea
"[3963, 9, 501]",[85.0699234008789],C0030049,oxycodone,TREATS,C0003862,Arthralgia
"[5832, 9, 187]",[84.97785949707031],C0048044,vigabatrin,TREATS,C0001973,"Alcoholic Intoxication, Chronic"
"[3424, 9, 546]",[84.77726745605469],C0025598,metformin,TREATS,C0004238,Atrial Fibrillation
"[3012, 9, 1907]",[84.60502624511719],C0022614,ketamine,TREATS,C0014544,Epilepsy
"[14135, 9, 2690]",[84.50270080566406],C0965129,rosuvastatin,TREATS,C0020473,Hyperlipidemia
"[3424, 9, 927]",[83.83002471923828],C0025598,metformin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[2170, 9, 687]",[83.46072387695312],C0016365,fluoxetine,TREATS,C0005586,Bipolar Disorder
"[6823, 9, 539]",[82.42536926269531],C0074554,simvastatin,TREATS,C0004153,Atherosclerosis
"[12316, 9, 927]",[81.44710540771484],C0671970,capecitabine,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[9022, 9, 5723]",[80.59695434570312],C0220578,palonosetron,TREATS,C0042963,Vomiting
"[13345, 9, 2468]",[80.24898529052734],C0795635,insulin human,TREATS,C0018801,Heart failure
"[1998, 9, 4720]",[80.0761489868164],C0015133,etoposide,TREATS,C0035335,Retinoblastoma
"[3211, 9, 3983]",[79.33477783203125],C0024002,lorazepam,TREATS,C0030193,Pain
"[5242, 9, 4822]",[79.30770874023438],C0039663,dronabinol,TREATS,C0036341,Schizophrenia
"[9022, 9, 3681]",[79.24849700927734],C0220578,palonosetron,TREATS,C0027498,Nausea and vomiting
"[2672, 9, 3581]",[78.78956604003906],C0020402,hydroxycarbamide,TREATS,C0026769,Multiple Sclerosis
"[6366, 9, 4822]",[78.64503479003906],C0061851,ondansetron,TREATS,C0036341,Schizophrenia
"[1260, 9, 546]",[78.48629760742188],C0009262,colchicine,TREATS,C0004238,Atrial Fibrillation
"[5670, 9, 14038]",[78.3326416015625],C0042523,verapamil,TREATS,C0948008,Ischemic stroke
"[11600, 9, 3579]",[77.58466339111328],C0525079,bendamustine,TREATS,C0026764,Multiple Myeloma
"[2169, 9, 3983]",[77.53987121582031],C0016360,fluorouracil,TREATS,C0030193,Pain
"[13991, 9, 5070]",[77.32798767089844],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[6401, 9, 3230]",[77.31629943847656],C0063041,leflunomide,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[10722, 9, 3579]",[77.28294372558594],C0383429,alemtuzumab,TREATS,C0026764,Multiple Myeloma
"[6692, 9, 3763]",[76.79795837402344],C0071097,pioglitazone,TREATS,C0028043,Nicotine Dependence
"[3012, 9, 687]",[76.56470489501953],C0022614,ketamine,TREATS,C0005586,Bipolar Disorder
"[6766, 9, 546]",[76.1068344116211],C0072973,ramipril,TREATS,C0004238,Atrial Fibrillation
"[3862, 9, 4033]",[75.68529510498047],C0028978,omeprazole,TREATS,C0030567,Parkinson Disease
"[6823, 9, 687]",[75.55429077148438],C0074554,simvastatin,TREATS,C0005586,Bipolar Disorder
"[3359, 9, 4822]",[75.50535583496094],C0025219,melatonin,TREATS,C0036341,Schizophrenia
"[5250, 9, 5617]",[75.42204284667969],C0039736,thalidomide,TREATS,C0042164,Uveitis
"[15512, 9, 3356]",[74.54180145263672],C1506770,lapatinib,TREATS,C0025202,melanoma
"[1108, 9, 3579]",[74.41129302978516],C0008269,chloroquine,TREATS,C0026764,Multiple Myeloma
"[6692, 9, 532]",[74.38141632080078],C0071097,pioglitazone,TREATS,C0004096,Asthma
"[3789, 9, 2690]",[74.09342193603516],C0028193,nitroprusside,TREATS,C0020473,Hyperlipidemia
"[13362, 9, 14382]",[73.71678161621094],C0796392,bevacizumab,TREATS,C1135868,Gestational Trophoblastic Neoplasms
"[3876, 9, 11445]",[73.57180786132812],C0029105,opipramol,TREATS,C0497327,Dementia
"[14458, 9, 927]",[73.45172119140625],C1144149,lenalidomide,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[4364, 9, 1549]",[73.43036651611328],C0032952,prednisone,TREATS,C0011633,Dermatomyositis
"[6050, 9, 3926]",[73.39729309082031],C0055003,cefepime,TREATS,C0029443,Osteomyelitis
