Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[5813, 9, 480]",[-0.3803466558456421],C0070166,clopidogrel,TREATS,C0004238,Atrial Fibrillation
"[5315, 9, 4009]",[-0.40671321749687195],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[3349, 9, 4009]",[-0.4319896697998047],C0028156,nitrofurantoin,TREATS,C0034186,Pyelonephritis
"[10402, 9, 14515]",[-0.4612644910812378],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[5793, 9, 820]",[-0.4617328345775604],C0069717,oxaliplatin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[15378, 9, 3972]",[-0.4627316892147064],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[11918, 9, 2371]",[-0.46318623423576355],C0965129,rosuvastatin,TREATS,C0020473,Hyperlipidemia
"[1254, 9, 2747]",[-0.4662548899650574],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[12210, 9, 770]",[-0.4735592305660248],C1145701,amphotericin B liposomal,TREATS,C0006840,Candidiasis
"[3329, 9, 2371]",[-0.47442927956581116],C0028027,nicotinamide,TREATS,C0020473,Hyperlipidemia
"[2842, 9, 1683]",[-0.4781266152858734],C0024002,lorazepam,TREATS,C0014544,Epilepsy
"[6671, 9, 822]",[-0.48300886154174805],C0144576,paclitaxel,TREATS,C0007137,Squamous cell carcinoma
"[3074, 9, 3463]",[-0.4844006299972534],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[3910, 9, 3248]",[-0.5019149780273438],C0033405,promethazine,TREATS,C0027424,Nasal congestion (finding)
"[4992, 9, 11841]",[-0.50527024269104],C0042523,verapamil,TREATS,C0948008,Ischemic stroke
"[11803, 9, 4467]",[-0.5150167346000671],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[5272, 9, 1120]",[-0.5155194401741028],C0054201,budesonide,TREATS,C0009324,Ulcerative Colitis
"[5182, 9, 8234]",[-0.5182464718818665],C0051696,amlodipine,TREATS,C0264716,Chronic heart failure
"[5906, 9, 480]",[-0.5210787057876587],C0072973,ramipril,TREATS,C0004238,Atrial Fibrillation
"[12114, 9, 4240]",[-0.5222129821777344],C1122087,adalimumab,TREATS,C0036202,Sarcoidosis
"[4992, 9, 2181]",[-0.5289866924285889],C0042523,verapamil,TREATS,C0018801,Heart failure
"[252, 9, 4009]",[-0.5293666124343872],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[11102, 9, 1225]",[-0.5374252796173096],C0770565,dexamethasone phosphate,TREATS,C0010346,Crohn Disease
"[3855, 9, 116]",[-0.5425993204116821],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[12108, 9, 770]",[-0.5534787774085999],C1120386,micafungin,TREATS,C0006840,Candidiasis
"[15382, 9, 2874]",[-0.5609294772148132],C4741328,rituximab-abbs,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[7739, 9, 449]",[-0.5657944679260254],C0209368,mycophenolate mofetil,TREATS,C0003873,Rheumatoid Arthritis
"[1921, 9, 9714]",[-0.567062258720398],C0016365,fluoxetine,TREATS,C0497327,Dementia
"[11147, 9, 2874]",[-0.5791288614273071],C0771204,anhydrous tacrolimus,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[10413, 9, 820]",[-0.5792293548583984],C0671970,capecitabine,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[1254, 9, 1225]",[-0.5821210741996765],C0010583,cyclophosphamide,TREATS,C0010346,Crohn Disease
"[1770, 9, 2874]",[-0.5913432836532593],C0015133,etoposide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[12134, 9, 822]",[-0.5940938591957092],C1135135,erlotinib,TREATS,C0007137,Squamous cell carcinoma
"[3910, 9, 4178]",[-0.5949661731719971],C0033405,promethazine,TREATS,C0035455,Rhinitis
"[13377, 9, 9352]",[-0.5956281423568726],C1608841,ustekinumab,TREATS,C0406317,Chronic small plaque psoriasis
"[5705, 9, 3463]",[-0.5969037413597107],C0066005,meropenem,TREATS,C0029443,Osteomyelitis
"[15382, 9, 8831]",[-0.5980875492095947],C4741328,rituximab-abbs,TREATS,C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
"[3033, 9, 822]",[-0.6010953783988953],C0025598,metformin,TREATS,C0007137,Squamous cell carcinoma
"[3324, 9, 2371]",[-0.6024733185768127],C0027996,niacin,TREATS,C0020473,Hyperlipidemia
"[1463, 9, 3248]",[-0.6060783267021179],C0012522,diphenhydramine,TREATS,C0027424,Nasal congestion (finding)
"[11559, 9, 3992]",[-0.6079888939857483],C0872913,tenecteplase,TREATS,C0034065,Pulmonary Embolism
"[5044, 9, 11841]",[-0.6191217303276062],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[12791, 9, 820]",[-0.6198922991752625],C1367202,ipilimumab,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[9872, 9, 8290]",[-0.6248130202293396],C0536495,moxifloxacin,TREATS,C0271429,Acute otitis media
"[4624, 9, 4945]",[-0.6257557272911072],C0039736,thalidomide,TREATS,C0042164,Uveitis
"[1921, 9, 608]",[-0.627900242805481],C0016365,fluoxetine,TREATS,C0005586,Bipolar Disorder
"[2975, 9, 9714]",[-0.6284555792808533],C0025219,melatonin,TREATS,C0497327,Dementia
"[3964, 9, 1208]",[-0.6397393345832825],C0033798,pseudoephedrine,TREATS,C0010200,Coughing
"[7049, 9, 9714]",[-0.6414730548858643],C0171023,olanzapine,TREATS,C0497327,Dementia
"[12108, 9, 463]",[-0.6436336636543274],C1120386,micafungin,TREATS,C0004030,Aspergillosis
"[2771, 9, 1646]",[-0.6458213925361633],C0023566,levonorgestrel,TREATS,C0014175,Endometriosis
"[5025, 9, 476]",[-0.6471112370491028],C0042874,Vitamin E,TREATS,C0004153,Atherosclerosis
"[10390, 9, 3463]",[-0.6489565968513489],C0663241,linezolid,TREATS,C0029443,Osteomyelitis
"[10402, 9, 571]",[-0.6510969996452332],C0666743,infliximab,TREATS,C0005138,Berylliosis
"[4624, 9, 2304]",[-0.6536611318588257],C0039736,thalidomide,TREATS,C0019829,Hodgkin Disease
"[8635, 9, 9714]",[-0.6581307053565979],C0299792,aripiprazole,TREATS,C0497327,Dementia
"[5567, 9, 3256]",[-0.6602480411529541],C0061851,ondansetron,TREATS,C0027498,Nausea and vomiting
"[3739, 9, 4251]",[-0.6604071259498596],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[1737, 9, 1646]",[-0.6625997424125671],C0014912,estradiol,TREATS,C0014175,Endometriosis
"[1463, 9, 5037]",[-0.6733342409133911],C0012522,diphenhydramine,TREATS,C0042963,Vomiting
"[3855, 9, 4590]",[-0.6742510199546814],C0032952,prednisone,TREATS,C0039483,Giant Cell Arteritis
