Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[6977, 9, 3780]",[1.673401044399725e-07],C0218640,lenograstim,TREATS,C0035335,Retinoblastoma
"[2794, 9, 1999]",[1.5763404803692538e-07],C0025819,Methylprednisolone Hemisuccinate,TREATS,C0018916,Hemangioma
"[668, 9, 4562]",[1.4785757684876444e-07],C0006674,calcitriol,TREATS,C0042870,Vitamin D Deficiency
"[10329, 9, 2647]",[9.06033790215588e-08],C0879427,panitumumab,TREATS,C0024586,Malignant Carcinoid Syndrome
"[5919, 9, 2167]",[8.515801397379619e-08],C0113293,dexmedetomidine,TREATS,C0020542,Pulmonary Hypertension
"[1318, 9, 7377]",[8.46118197728174e-08],C0012522,diphenhydramine,TREATS,C0267176,Gastroparesis due to diabetes mellitus
"[12958, 9, 1697]",[8.356192893188563e-08],C3541367,levomilnacipran,TREATS,C0016053,Fibromyalgia
"[6977, 9, 256]",[7.722686490296837e-08],C0218640,lenograstim,TREATS,C0002874,Aplastic Anemia
"[650, 9, 6987]",[7.508159427516148e-08],C0006463,busulfan,TREATS,C0220756,"Niemann-Pick Disease, Type C"
"[6950, 9, 7425]",[7.428823067812118e-08],C0209368,mycophenolate mofetil,TREATS,C0272286,Thrombocytopenia due to platelet alloimmunization
"[1240, 9, 10426]",[7.379454558531506e-08],C0011785,dexetimide,TREATS,C0917801,Sleeplessness
"[214, 9, 5582]",[7.332803164672441e-08],C0002583,aminopterin,TREATS,C0079774,Peripheral T-Cell Lymphoma
"[708, 9, 6572]",[7.257215628442282e-08],C0006982,carbidopa,TREATS,C0184567,Acute onset pain
"[6851, 9, 103]",[6.670330776614719e-08],C0205758,racepinephrine,TREATS,C0001627,Congenital adrenal hyperplasia
"[5460, 9, 3507]",[6.64569910213686e-08],C0076829,topiramate,TREATS,C0032897,Prader-Willi Syndrome
"[5820, 9, 5582]",[6.181080891565216e-08],C0086444,dexrazoxane,TREATS,C0079774,Peripheral T-Cell Lymphoma
"[12810, 9, 10549]",[6.071277880437265e-08],C3256601,calcium ascorbate anhydrous,TREATS,C0949083,Hospital acquired pneumonia
"[1530, 9, 3317]",[5.7023086696972314e-08],C0014563,epinephrine,TREATS,C0031099,Periodontitis
"[6365, 9, 1697]",[5.507099132273652e-08],C0168388,reboxetine,TREATS,C0016053,Fibromyalgia
"[8203, 9, 7171]",[5.482402087864102e-08],C0387288,verteporfin,TREATS,C0242383,Age related macular degeneration
"[650, 9, 2885]",[5.037767181192976e-08],C0006463,busulfan,TREATS,C0026709,Mucopolysaccharidosis VI
"[5363, 9, 5670]",[4.9817217018244264e-08],C0073374,rifaximin,TREATS,C0085166,Bacterial Vaginosis
"[3094, 9, 3008]",[4.600525826958801e-08],C0028833,octreotide,TREATS,C0027819,Neuroblastoma
"[1134, 9, 6987]",[4.5226855149849143e-08],C0010583,cyclophosphamide,TREATS,C0220756,"Niemann-Pick Disease, Type C"
"[8741, 9, 11052]",[4.471174364084618e-08],C0525227,brimonidine,TREATS,C1275684,Meibomian gland dysfunction
"[9529, 9, 2502]",[4.356114047254778e-08],C0717668,daunorubicin liposomal,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[8823, 9, 2267]",[4.1950116269617865e-08],C0544368,hydrocortamate,TREATS,C0021390,Inflammatory Bowel Diseases
"[4537, 9, 2923]",[4.046082935360573e-08],C0042646,vidarabine,TREATS,C0027022,Myeloproliferative disease
