Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[16100, 9, 13051]",[6.350592798298749e-07],C1699926,fingolimod,TREATS,C0751964,"Multiple Sclerosis, Primary Progressive"
"[2142, 9, 16060]",[4.402571391892707e-07],C0016278,flucytosine,TREATS,C1621958,Glioblastoma Multiforme
"[16106, 9, 16060]",[3.893071323091135e-07],C1700874,axitinib,TREATS,C1621958,Glioblastoma Multiforme
"[14734, 9, 15817]",[3.125201146758627e-07],C1269691,Escherichia coli asparaginase,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[15644, 9, 11481]",[2.872192510494642e-07],C1515388,Luteohormone,TREATS,C0520676,Premenstrual Dysphoric Disorder
"[5678, 9, 3620]",[2.64335085375933e-07],C0042646,vidarabine,TREATS,C0027022,Myeloproliferative disease
"[5686, 9, 15817]",[2.544013284477842e-07],C0042679,vincristine,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[269, 9, 16060]",[2.1936307348369155e-07],C0002563,aminolevulinic acid,TREATS,C1621958,Glioblastoma Multiforme
"[1586, 9, 11563]",[2.1287677043346775e-07],C0011892,diamorphine,TREATS,C0524662,Opiate Addiction
"[14163, 9, 3985]",[2.0484245055740757e-07],C0972314,etoricoxib,TREATS,C0030201,"Pain, Postoperative"
"[7368, 9, 11767]",[1.902411668197601e-07],C0086444,dexrazoxane,TREATS,C0553580,Ewings sarcoma
"[16533, 9, 13591]",[1.8256321254739305e-07],C1998098,panobinostat,TREATS,C0867389,Chronic graft-versus-host disease
"[3481, 9, 15817]",[1.813382084492332e-07],C0025942,miconazole,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[5678, 9, 3261]",[1.7918111439030326e-07],C0042646,vidarabine,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[14358, 9, 11767]",[1.7372317984154506e-07],C1134452,MTC-DOX,TREATS,C0553580,Ewings sarcoma
"[14603, 9, 15817]",[1.602296322289476e-07],C1176309,bortezomib,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[8837, 9, 136]",[1.5927547281080479e-07],C0205758,racepinephrine,TREATS,C0001627,Congenital adrenal hyperplasia
"[5686, 9, 7056]",[1.5022271782072494e-07],C0042679,vincristine,TREATS,C0079774,Peripheral T-Cell Lymphoma
"[18044, 9, 929]",[1.4330677799989644e-07],C4529301,bevacizumab-awwb,TREATS,C0007134,Renal Cell Carcinoma
"[7504, 9, 1772]",[1.388859658391084e-07],C0113293,dexmedetomidine,TREATS,C0013404,Dyspnea
"[5686, 9, 3261]",[1.3418554090094403e-07],C0042679,vincristine,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[9018, 9, 10314]",[1.3177769631056435e-07],C0218640,lenograstim,TREATS,C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
"[2141, 9, 5727]",[1.28163051726915e-07],C0016277,fluconazole,TREATS,C0042998,Vulvovaginitis
"[7171, 9, 5715]",[1.273421901260008e-07],C0085149,tacrolimus,TREATS,C0042900,Vitiligo
"[4026, 9, 3617]",[1.25710215570507e-07],C0030520,parathyroid hormone,TREATS,C0026987,Myelofibrosis
"[11623, 9, 4132]",[1.1591605897365298e-07],C0529793,sildenafil,TREATS,C0031190,Persistent Fetal Circulation Syndrome
"[12241, 9, 14064]",[1.123915467360348e-07],C0606070,tocofersolan,TREATS,C0949083,Hospital acquired pneumonia
"[11666, 9, 3617]",[1.0240554360052556e-07],C0541315,everolimus,TREATS,C0026987,Myelofibrosis
"[16048, 9, 3122]",[1.0231099878410532e-07],C1619629,deferasirox,TREATS,C0023480,"Leukemia, Myelomonocytic, Chronic"
"[14350, 9, 7287]",[1.0130327154911356e-07],C1122087,adalimumab,TREATS,C0085652,Pyoderma Gangrenosum
"[18742, 9, 3681]",[9.754707264164608e-08],C5834323,INT-230-6 COMPONENT CISPLATIN,TREATS,C0027498,Nausea and vomiting
"[14669, 9, 7733]",[9.67583986266618e-08],C1258986,p-hydroxyphenolacetamide,TREATS,C0149931,Migraine Disorders
"[11666, 9, 15817]",[9.583653337585929e-08],C0541315,everolimus,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[6649, 9, 3763]",[9.470547723822165e-08],C0070108,paregoric,TREATS,C0028043,Nicotine Dependence
"[1197, 9, 454]",[9.384461208128414e-08],C0008845,citalopram,TREATS,C0003467,Anxiety
"[15596, 9, 10314]",[9.34002670760492e-08],C1513105,Melphalanum,TREATS,C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
"[2141, 9, 2690]",[9.10391477759731e-08],C0016277,fluconazole,TREATS,C0020473,Hyperlipidemia
"[1642, 9, 7739]",[9.024582681149695e-08],C0012306,hydromorphone,TREATS,C0150055,Chronic pain
"[12286, 9, 12521]",[8.833449527401172e-08],C0663241,linezolid,TREATS,C0694549,Community acquired pneumonia
"[17397, 9, 9813]",[8.766395609427491e-08],C3657270,nivolumab,TREATS,C0278987,Metastatic non-small cell lung cancer
"[1416, 9, 16060]",[8.692407504895527e-08],C0010583,cyclophosphamide,TREATS,C1621958,Glioblastoma Multiforme
"[1998, 9, 15817]",[8.453099553662469e-08],C0015133,etoposide,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[13763, 9, 3289]",[8.366245651814097e-08],C0879427,panitumumab,TREATS,C0024586,Malignant Carcinoid Syndrome
"[14163, 9, 4340]",[8.261397965725337e-08],C0972314,etoricoxib,TREATS,C0032768,Postherpetic neuralgia
"[14599, 9, 3122]",[8.059507194957405e-08],C1176020,sunitinib,TREATS,C0023480,"Leukemia, Myelomonocytic, Chronic"
"[4364, 9, 4320]",[7.899264176103316e-08],C0032952,prednisone,TREATS,C0032533,Polymyalgia Rheumatica
"[7219, 9, 5611]",[7.731743778549571e-08],C0085272,leuprorelin,TREATS,C0042133,Uterine Fibroids
"[4424, 9, 9627]",[7.7177858770483e-08],C0033405,promethazine,TREATS,C0267176,Gastroparesis due to diabetes mellitus
"[9018, 9, 4720]",[7.614582386850088e-08],C0218640,lenograstim,TREATS,C0035335,Retinoblastoma
"[1981, 9, 8036]",[7.552967673518651e-08],C0015011,ethinylestradiol,TREATS,C0162836,Hidradenitis Suppurativa
"[6525, 9, 3926]",[7.251608735714399e-08],C0066005,meropenem,TREATS,C0029443,Osteomyelitis
"[18742, 9, 931]",[7.231768961446505e-08],C5834323,INT-230-6 COMPONENT CISPLATIN,TREATS,C0007138,"Carcinoma, Transitional Cell"
"[17174, 9, 4311]",[7.200732454748504e-08],C3256601,calcium ascorbate anhydrous,TREATS,C0032463,Polycythemia Vera
"[16106, 9, 9793]",[7.004369706464786e-08],C1700874,axitinib,TREATS,C0278678,Metastatic Renal Cell Cancer
"[3459, 9, 136]",[6.917886707924481e-08],C0025819,Methylprednisolone Hemisuccinate,TREATS,C0001627,Congenital adrenal hyperplasia
"[14603, 9, 9254]",[6.791946560724682e-08],C1176309,bortezomib,TREATS,C0238462,Medullary carcinoma of thyroid
"[17316, 9, 9300]",[6.784901529499621e-08],C3536880,nicotinic acid,TREATS,C0242339,Dyslipidemias
"[3610, 9, 3617]",[6.767864135781565e-08],C0026933,mycophenolic acid,TREATS,C0026987,Myelofibrosis
"[12538, 9, 14038]",[6.759309911785749e-08],C0699278,Polopiryna,TREATS,C0948008,Ischemic stroke
