Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[1530, 9, 421]",[3.323328971862793],C0014563,epinephrine,TREATS,C0004096,Asthma
"[6979, 9, 2968]",[3.106435775756836],C0220578,palonosetron,TREATS,C0027497,Nausea
"[4183, 9, 3857]",[3.0665478706359863],C0039663,dronabinol,TREATS,C0036341,Schizophrenia
"[419, 9, 2891]",[3.0490379333496094],C0004057,acetylsalicylic acid,TREATS,C0026769,Multiple Sclerosis
"[6979, 9, 4573]",[2.8460006713867188],C0220578,palonosetron,TREATS,C0042963,Vomiting
"[5525, 9, 2615]",[2.696625232696533],C0079083,carboplatin,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[3513, 9, 739]",[2.6257729530334473],C0032950,prednisolone,TREATS,C0007134,Renal Cell Carcinoma
"[3578, 9, 739]",[2.5583972930908203],C0033497,propranolol,TREATS,C0007134,Renal Cell Carcinoma
"[2584, 9, 2968]",[2.5302834510803223],C0024002,lorazepam,TREATS,C0027497,Nausea
"[10064, 9, 739]",[2.4994468688964844],C0796392,bevacizumab,TREATS,C0007134,Renal Cell Carcinoma
"[4532, 9, 1980]",[2.355103015899658],C0042523,verapamil,TREATS,C0018801,Heart failure
"[3514, 9, 103]",[2.3288516998291016],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[2129, 9, 739]",[2.210447311401367],C0020336,hydroxychloroquine,TREATS,C0007134,Renal Cell Carcinoma
"[10784, 9, 421]",[2.0841193199157715],C1122087,adalimumab,TREATS,C0004096,Asthma
"[5663, 9, 2889]",[2.0612974166870117],C0085149,tacrolimus,TREATS,C0026764,Multiple Myeloma
"[7271, 9, 740]",[2.0535125732421875],C0246415,docetaxel,TREATS,C0007137,Squamous cell carcinoma
"[3408, 9, 3857]",[2.0411739349365234],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[5254, 9, 3008]",[1.9886479377746582],C0069717,oxaliplatin,TREATS,C0027819,Neuroblastoma
