Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[226, 9, 2182]",[-0.13121619820594788],C0002502,amiloride,TREATS,C0018802,Congestive heart failure
"[11102, 9, 3169]",[-0.13924448192119598],C0770565,dexamethasone phosphate,TREATS,C0026764,Multiple Myeloma
"[5731, 9, 4251]",[-0.1449664980173111],C0066677,modafinil,TREATS,C0036341,Schizophrenia
"[12991, 9, 822]",[-0.15278977155685425],C1506770,lapatinib,TREATS,C0007137,Squamous cell carcinoma
"[1737, 9, 1560]",[-0.153323233127594],C0014912,estradiol,TREATS,C0013390,Dysmenorrhea
"[1075, 9, 4251]",[-0.1542513519525528],C0009010,clomipramine,TREATS,C0036341,Schizophrenia
"[10417, 9, 820]",[-0.15844520926475525],C0672708,vorinostat,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[12301, 9, 2859]",[-0.16112324595451355],C1176309,bortezomib,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[725, 9, 3298]",[-0.18137609958648682],C0006463,busulfan,TREATS,C0027819,Neuroblastoma
"[13738, 9, 2747]",[-0.18858373165130615],C1881785,mercaptopurine anhydrous,TREATS,C0023449,Acute lymphocytic leukemia
"[2354, 9, 4251]",[-0.1923176497220993],C0020404,hydroxyzine,TREATS,C0036341,Schizophrenia
"[10385, 9, 6737]",[-0.19307780265808105],C0657912,pregabalin,TREATS,C0150055,Chronic pain
"[3363, 9, 3561]",[-0.19370725750923157],C0028351,norepinephrine,TREATS,C0030567,Parkinson Disease
"[1254, 9, 1225]",[-0.2031957358121872],C0010583,cyclophosphamide,TREATS,C0010346,Crohn Disease
"[1055, 9, 4481]",[-0.20872092247009277],C0008845,citalopram,TREATS,C0038436,Post-Traumatic Stress Disorder
"[5705, 9, 519]",[-0.21791058778762817],C0066005,meropenem,TREATS,C0004626,"Pneumonia, Bacterial"
"[10385, 9, 9714]",[-0.22430789470672607],C0657912,pregabalin,TREATS,C0497327,Dementia
"[2664, 9, 6731]",[-0.22507153451442719],C0022635,ketoprofen,TREATS,C0149931,Migraine Disorders
