Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[13704, 9, 3621]",[-12.246466636657715],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[3513, 9, 2889]",[-12.589029312133789],C0032950,prednisolone,TREATS,C0026764,Multiple Myeloma
"[4389, 9, 3655]",[-12.796451568603516],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
"[6950, 9, 2889]",[-12.906084060668945],C0209368,mycophenolate mofetil,TREATS,C0026764,Multiple Myeloma
"[2939, 9, 421]",[-12.91954231262207],C0027235,ipratropium,TREATS,C0004096,Asthma
"[5176, 9, 466]",[-12.939099311828613],C0066005,meropenem,TREATS,C0004626,"Pneumonia, Bacterial"
"[6979, 9, 4573]",[-12.985458374023438],C0220578,palonosetron,TREATS,C0042963,Vomiting
"[4206, 9, 3780]",[-13.058067321777344],C0039871,thiotepa,TREATS,C0035335,Retinoblastoma
"[3839, 9, 8348]",[-13.059734344482422],C0036079,salicylic acid,TREATS,C0406317,Chronic small plaque psoriasis
"[4282, 9, 466]",[-13.077474594116211],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[2956, 9, 6572]",[-13.145265579223633],C0027396,naproxen,TREATS,C0184567,Acute onset pain
"[3408, 9, 3857]",[-13.153522491455078],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[5176, 9, 3155]",[-13.15664005279541],C0066005,meropenem,TREATS,C0029443,Osteomyelitis
"[10775, 9, 1490]",[-13.172235488891602],C1120106,ertapenem,TREATS,C0014179,Endometritis
"[4792, 9, 1019]",[-13.194219589233398],C0054201,budesonide,TREATS,C0009324,Ulcerative Colitis
"[13708, 9, 7899]",[-13.22243881225586],C4741328,rituximab-abbs,TREATS,C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
"[3565, 9, 2961]",[-13.235099792480469],C0033405,promethazine,TREATS,C0027424,Nasal congestion (finding)
"[1134, 9, 2495]",[-13.268688201904297],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[1134, 9, 2706]",[-13.275642395019531],C0010583,cyclophosphamide,TREATS,C0025202,melanoma
"[2793, 9, 2889]",[-13.334138870239258],C0025815,methylprednisolone,TREATS,C0026764,Multiple Myeloma
"[2780, 9, 3780]",[-13.355229377746582],C0025677,methotrexate,TREATS,C0035335,Retinoblastoma
"[9236, 9, 12891]",[-13.35648250579834],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[2803, 9, 3155]",[-13.375974655151367],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[663, 9, 1409]",[-13.438650131225586],C0006644,caffeine,TREATS,C0013404,Dyspnea
"[8776, 9, 7411]",[-13.459424018859863],C0536495,moxifloxacin,TREATS,C0271429,Acute otitis media
"[12997, 9, 2889]",[-13.469863891601562],C3657270,nivolumab,TREATS,C0026764,Multiple Myeloma
"[5525, 9, 3008]",[-13.475961685180664],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[3615, 9, 1093]",[-13.4929838180542],C0033798,pseudoephedrine,TREATS,C0010200,Coughing
"[2204, 9, 3780]",[-13.504880905151367],C0020823,ifosfamide,TREATS,C0035335,Retinoblastoma
"[11831, 9, 2600]",[-13.540403366088867],C1619966,abatacept,TREATS,C0024141,"Lupus Erythematosus, Systemic"
