Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[3249, 9, 2476]",[1.323898434638977],C0030576,paromomycin,TREATS,C0023283,"Leishmaniasis, Cutaneous"
"[13708, 9, 5582]",[0.5431276559829712],C4741328,rituximab-abbs,TREATS,C0079774,Peripheral T-Cell Lymphoma
"[4537, 9, 5582]",[0.46109098196029663],C0042646,vidarabine,TREATS,C0079774,Peripheral T-Cell Lymphoma
"[10479, 9, 11679]",[0.41244712471961975],C0935989,imatinib,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[3094, 9, 3507]",[0.40177682042121887],C0028833,octreotide,TREATS,C0032897,Prader-Willi Syndrome
"[13708, 9, 3017]",[0.2892495393753052],C4741328,rituximab-abbs,TREATS,C0027873,Neuromyelitis Optica
"[12194, 9, 11679]",[0.2717399001121521],C1883309,thioguanine anhydrous,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[10504, 9, 166]",[0.251091867685318],C0937917,bimatoprost,TREATS,C0002170,Alopecia
"[10479, 9, 12695]",[0.2231595516204834],C0935989,imatinib,TREATS,C2973725,Pulmonary arterial hypertension
"[11336, 9, 737]",[0.19363442063331604],C1367202,ipilimumab,TREATS,C0007129,Merkel cell carcinoma
"[11859, 9, 298]",[0.147612065076828],C1690432,denosumab,TREATS,C0003125,Anorexia Nervosa
"[1240, 9, 10426]",[0.1466354876756668],C0011785,dexetimide,TREATS,C0917801,Sleeplessness
"[8177, 9, 3938]",[0.11302628368139267],C0379135,becaplermin,TREATS,C0037299,Skin Ulcer
"[2583, 9, 3902]",[0.10320599377155304],C0023992,loperamide,TREATS,C0036992,Short Bowel Syndrome
"[3666, 9, 9364]",[0.10257712006568909],C0034272,pyridoxine,TREATS,C0686347,Tardive Dyskinesia
"[218, 9, 10426]",[0.06551352143287659],C0002600,amitriptyline,TREATS,C0917801,Sleeplessness
"[9910, 9, 8727]",[0.05746042728424072],C0771204,anhydrous tacrolimus,TREATS,C0524910,"Hepatitis C, Chronic"
"[2074, 9, 2957]",[0.05593345686793327],C0019588,histamine,TREATS,C0027404,Narcolepsy
"[1240, 9, 363]",[0.05474507436156273],C0011785,dexetimide,TREATS,C0003467,Anxiety
"[10933, 9, 12695]",[0.053267668932676315],C1176316,tadalafil,TREATS,C2973725,Pulmonary arterial hypertension
"[1314, 9, 4477]",[0.049330051988363266],C0012403,dimethyl sulfoxide,TREATS,C0042024,Urinary Incontinence
"[958, 9, 10426]",[0.04730117321014404],C0008845,citalopram,TREATS,C0917801,Sleeplessness
"[5517, 9, 3246]",[0.04143939167261124],C0078839,zolpidem,TREATS,C0030567,Parkinson Disease
"[5386, 9, 10426]",[0.03875322639942169],C0074393,sertraline,TREATS,C0917801,Sleeplessness
"[1170, 9, 3654]",[0.03867320343852043],C0010961,danazol,TREATS,C0034155,"Purpura, Thrombotic Thrombocytopenic"
"[5300, 9, 8727]",[0.03707406669855118],C0071097,pioglitazone,TREATS,C0524910,"Hepatitis C, Chronic"
"[4910, 9, 4477]",[0.03635181859135628],C0057277,prasterone sulfate,TREATS,C0042024,Urinary Incontinence
"[3387, 9, 2172]",[0.03234262019395828],C0031716,phosphorylcholine,TREATS,C0020557,Hypertriglyceridemia
"[3189, 9, 1057]",[0.0322820320725441],C0030049,oxycodone,TREATS,C0009806,Constipation
"[8752, 9, 3246]",[0.030789487063884735],C0527316,donepezil,TREATS,C0030567,Parkinson Disease
"[1742, 9, 737]",[0.03074619732797146],C0016360,fluorouracil,TREATS,C0007129,Merkel cell carcinoma
