Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[5044, 9, 11841]",[-8.606237411499023],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[5846, 9, 3390]",[-8.809051513671875],C0071097,pioglitazone,TREATS,C0028754,Obesity
"[3224, 9, 469]",[-8.963029861450195],C0027235,ipratropium,TREATS,C0004096,Asthma
"[11803, 9, 4467]",[-9.10415267944336],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[3855, 9, 3517]",[-9.11094856262207],C0032952,prednisone,TREATS,C0030193,Pain
"[11559, 9, 3992]",[-9.197092056274414],C0872913,tenecteplase,TREATS,C0034065,Pulmonary Embolism
"[5813, 9, 480]",[-9.222745895385742],C0070166,clopidogrel,TREATS,C0004238,Atrial Fibrillation
"[3510, 9, 1120]",[-9.249672889709473],C0030125,aminosalicylic acid,TREATS,C0009324,Ulcerative Colitis
"[15378, 9, 3972]",[-9.253095626831055],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[4963, 9, 1859]",[-9.371957778930664],C0042313,vancomycin,TREATS,C0015967,Fever
"[10402, 9, 14515]",[-9.372627258300781],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[3855, 9, 116]",[-9.39583969116211],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[10413, 9, 820]",[-9.409457206726074],C0671970,capecitabine,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[50, 9, 2859]",[-9.43783187866211],C0001047,acetylcysteine,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[13377, 9, 9352]",[-9.494945526123047],C1608841,ustekinumab,TREATS,C0406317,Chronic small plaque psoriasis
"[1254, 9, 2972]",[-9.501705169677734],C0010583,cyclophosphamide,TREATS,C0025202,melanoma
"[11559, 9, 11841]",[-9.5105619430542],C0872913,tenecteplase,TREATS,C0948008,Ischemic stroke
