Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[5315, 9, 4009]",[-0.05098402500152588],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[5705, 9, 519]",[-0.0836564302444458],C0066005,meropenem,TREATS,C0004626,"Pneumonia, Bacterial"
"[5793, 9, 8454]",[-0.09187103062868118],C0069717,oxaliplatin,TREATS,C0281361,Adenocarcinoma of pancreas
"[4835, 9, 4009]",[-0.09212712198495865],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
"[9872, 9, 8290]",[-0.10294297337532043],C0536495,moxifloxacin,TREATS,C0271429,Acute otitis media
"[2426, 9, 3298]",[-0.11234159767627716],C0020823,ifosfamide,TREATS,C0027819,Neuroblastoma
"[7049, 9, 9714]",[-0.11742771416902542],C0171023,olanzapine,TREATS,C0497327,Dementia
"[12105, 9, 1647]",[-0.12060024589300156],C1120106,ertapenem,TREATS,C0014179,Endometritis
"[11803, 9, 4467]",[-0.12779603898525238],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[5182, 9, 8234]",[-0.12955372035503387],C0051696,amlodipine,TREATS,C0264716,Chronic heart failure
"[252, 9, 4009]",[-0.14556391537189484],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[2426, 9, 4164]",[-0.1468711644411087],C0020823,ifosfamide,TREATS,C0035335,Retinoblastoma
"[11286, 9, 720]",[-0.1483113169670105],C0795597,cytarabine liposome,TREATS,C0006413,Burkitt Lymphoma
"[15378, 9, 3972]",[-0.14987064898014069],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[1770, 9, 4164]",[-0.1527654230594635],C0015133,etoposide,TREATS,C0035335,Retinoblastoma
"[6576, 9, 3298]",[-0.15408699214458466],C0123931,irinotecan,TREATS,C0027819,Neuroblastoma
"[1095, 9, 9714]",[-0.1577480435371399],C0009079,clozapine,TREATS,C0497327,Dementia
"[2426, 9, 4173]",[-0.15893545746803284],C0020823,ifosfamide,TREATS,C0035412,Rhabdomyosarcoma
"[8121, 9, 822]",[-0.1659664511680603],C0246415,docetaxel,TREATS,C0007137,Squamous cell carcinoma
"[5989, 9, 3463]",[-0.16633442044258118],C0075870,tazobactam,TREATS,C0029443,Osteomyelitis
"[252, 9, 8071]",[-0.16683487594127655],C0002645,amoxicillin,TREATS,C0243001,Abdominal Abscess
"[12108, 9, 463]",[-0.16733089089393616],C1120386,micafungin,TREATS,C0004030,Aspergillosis
"[6100, 9, 3298]",[-0.1687508225440979],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[5793, 9, 3298]",[-0.17194397747516632],C0069717,oxaliplatin,TREATS,C0027819,Neuroblastoma
"[5926, 9, 3536]",[-0.17609122395515442],C0073393,risperidone,TREATS,C0030319,Panic Disorder
"[12108, 9, 770]",[-0.1785668432712555],C1120386,micafungin,TREATS,C0006840,Candidiasis
"[10390, 9, 3463]",[-0.17865805327892303],C0663241,linezolid,TREATS,C0029443,Osteomyelitis
"[1920, 9, 821]",[-0.1822204738855362],C0016360,fluorouracil,TREATS,C0007134,Renal Cell Carcinoma
"[12114, 9, 4240]",[-0.1835193932056427],C1122087,adalimumab,TREATS,C0036202,Sarcoidosis
"[1055, 9, 4481]",[-0.18452362716197968],C0008845,citalopram,TREATS,C0038436,Post-Traumatic Stress Disorder
"[3074, 9, 3463]",[-0.18626222014427185],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[6082, 9, 9714]",[-0.18667443096637726],C0078569,venlafaxine,TREATS,C0497327,Dementia
"[6566, 9, 4250]",[-0.18971087038516998],C0123091,quetiapine,TREATS,C0036337,Schizoaffective Disorder
