Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[10385, 9, 6737]",[-5.365400314331055],C0657912,pregabalin,TREATS,C0150055,Chronic pain
"[9872, 9, 8290]",[-5.548308372497559],C0536495,moxifloxacin,TREATS,C0271429,Acute otitis media
"[1254, 9, 2747]",[-5.55673885345459],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[8121, 9, 822]",[-5.7739057540893555],C0246415,docetaxel,TREATS,C0007137,Squamous cell carcinoma
"[1254, 9, 820]",[-5.8766069412231445],C0010583,cyclophosphamide,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[2842, 9, 4251]",[-5.910252571105957],C0024002,lorazepam,TREATS,C0036341,Schizophrenia
"[8535, 9, 2874]",[-5.942546844482422],C0282386,levofloxacin,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[1463, 9, 5037]",[-5.955991744995117],C0012522,diphenhydramine,TREATS,C0042963,Vomiting
"[4720, 9, 519]",[-5.993302345275879],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[1254, 9, 2755]",[-6.040844917297363],C0010583,cyclophosphamide,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[3739, 9, 4251]",[-6.062737464904785],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[3072, 9, 2176]",[-6.072784900665283],C0025859,metoprolol,TREATS,C0018790,Cardiac Arrest
"[5272, 9, 1120]",[-6.076296329498291],C0054201,budesonide,TREATS,C0009324,Ulcerative Colitis
"[11304, 9, 821]",[-6.124737739562988],C0796392,bevacizumab,TREATS,C0007134,Renal Cell Carcinoma
"[3064, 9, 3189]",[-6.127322196960449],C0025815,methylprednisolone,TREATS,C0026896,Myasthenia Gravis
"[5518, 9, 820]",[-6.1462297439575195],C0060389,finasteride,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[11783, 9, 820]",[-6.149441242218018],C0935989,imatinib,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[7739, 9, 3169]",[-6.188144683837891],C0209368,mycophenolate mofetil,TREATS,C0026764,Multiple Myeloma
"[9845, 9, 3171]",[-6.2190728187561035],C0527316,donepezil,TREATS,C0026769,Multiple Sclerosis
"[13405, 9, 4240]",[-6.219986438751221],C1619966,abatacept,TREATS,C0036202,Sarcoidosis
"[5793, 9, 820]",[-6.227520942687988],C0069717,oxaliplatin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[6671, 9, 822]",[-6.245877742767334],C0144576,paclitaxel,TREATS,C0007137,Squamous cell carcinoma
"[11918, 9, 2371]",[-6.250073432922363],C0965129,rosuvastatin,TREATS,C0020473,Hyperlipidemia
"[3324, 9, 3390]",[-6.276494026184082],C0027996,niacin,TREATS,C0028754,Obesity
"[3051, 9, 2755]",[-6.277357578277588],C0025677,methotrexate,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[9892, 9, 3298]",[-6.2806396484375],C0541315,everolimus,TREATS,C0027819,Neuroblastoma
"[2661, 9, 1683]",[-6.288963317871094],C0022614,ketamine,TREATS,C0014544,Epilepsy
"[6100, 9, 3298]",[-6.28911018371582],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[3051, 9, 3298]",[-6.297055244445801],C0025677,methotrexate,TREATS,C0027819,Neuroblastoma
"[3855, 9, 116]",[-6.322498321533203],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[1737, 9, 3467]",[-6.330802917480469],C0014912,estradiol,TREATS,C0029456,Osteoporosis
"[3855, 9, 821]",[-6.33272123336792],C0032952,prednisone,TREATS,C0007134,Renal Cell Carcinoma
"[252, 9, 3646]",[-6.355039596557617],C0002645,amoxicillin,TREATS,C0031154,Peritonitis
"[11803, 9, 4467]",[-6.359186172485352],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[13405, 9, 2859]",[-6.367825508117676],C1619966,abatacept,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[3114, 9, 4213]",[-6.372450351715088],C0026187,minocycline,TREATS,C0035854,Rosacea
"[5044, 9, 11841]",[-6.379151821136475],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[1078, 9, 3517]",[-6.3956756591796875],C0009014,clonidine,TREATS,C0030193,Pain
"[1254, 9, 1366]",[-6.402034759521484],C0010583,cyclophosphamide,TREATS,C0011644,Scleroderma
"[1679, 9, 1208]",[-6.410943031311035],C0014479,ephedrine,TREATS,C0010200,Coughing
"[1920, 9, 821]",[-6.412208557128906],C0016360,fluorouracil,TREATS,C0007134,Renal Cell Carcinoma
"[5320, 9, 469]",[-6.428560256958008],C0055147,cetirizine,TREATS,C0004096,Asthma
"[5813, 9, 480]",[-6.429100036621094],C0070166,clopidogrel,TREATS,C0004238,Atrial Fibrillation
"[50, 9, 2859]",[-6.450182914733887],C0001047,acetylcysteine,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[5793, 9, 8454]",[-6.455134391784668],C0069717,oxaliplatin,TREATS,C0281361,Adenocarcinoma of pancreas
"[717, 9, 6737]",[-6.461111068725586],C0006400,bupivacaine,TREATS,C0150055,Chronic pain
"[9197, 9, 3646]",[-6.510006904602051],C0389169,doripenem,TREATS,C0031154,Peritonitis
"[12301, 9, 2859]",[-6.521628379821777],C1176309,bortezomib,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[1254, 9, 1225]",[-6.522370338439941],C0010583,cyclophosphamide,TREATS,C0010346,Crohn Disease
"[15378, 9, 3972]",[-6.554431915283203],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[2842, 9, 1683]",[-6.565758228302002],C0024002,lorazepam,TREATS,C0014544,Epilepsy
"[5954, 9, 3787]",[-6.591803550720215],C0074554,simvastatin,TREATS,C0032285,Pneumonia
"[3855, 9, 1364]",[-6.594083786010742],C0032952,prednisone,TREATS,C0011633,Dermatomyositis
"[467, 9, 3171]",[-6.599514961242676],C0004057,acetylsalicylic acid,TREATS,C0026769,Multiple Sclerosis
"[13405, 9, 3171]",[-6.606033802032471],C1619966,abatacept,TREATS,C0026769,Multiple Sclerosis
"[1737, 9, 6987]",[-6.612166404724121],C0014912,estradiol,TREATS,C0162836,Hidradenitis Suppurativa
"[1463, 9, 4178]",[-6.618535995483398],C0012522,diphenhydramine,TREATS,C0035455,Rhinitis
"[989, 9, 3390]",[-6.621238708496094],C0008318,colecalciferol,TREATS,C0028754,Obesity
"[12210, 9, 770]",[-6.626461029052734],C1145701,amphotericin B liposomal,TREATS,C0006840,Candidiasis
