Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[14344, 9, 526]",[-1.0189059972763062],C1120386,micafungin,TREATS,C0004030,Aspergillosis
"[14135, 9, 2690]",[-1.0331555604934692],C0965129,rosuvastatin,TREATS,C0020473,Hyperlipidemia
"[5730, 9, 14038]",[-1.0634421110153198],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[13991, 9, 5070]",[-1.0820162296295166],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[13692, 9, 4510]",[-1.0926244258880615],C0872913,tenecteplase,TREATS,C0034065,Pulmonary Embolism
"[4364, 9, 136]",[-1.1531562805175781],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[3644, 9, 532]",[-1.155975103378296],C0027235,ipratropium,TREATS,C0004096,Asthma
"[5670, 9, 2468]",[-1.1602944135665894],C0042523,verapamil,TREATS,C0018801,Heart failure
"[1416, 9, 3110]",[-1.1605815887451172],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[8976, 9, 506]",[-1.169564962387085],C0209368,mycophenolate mofetil,TREATS,C0003873,Rheumatoid Arthritis
"[12301, 9, 17273]",[-1.174943447113037],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[3361, 9, 3249]",[-1.2184333801269531],C0025241,melphalan,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[1998, 9, 3249]",[-1.24463951587677],C0015133,etoposide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[6692, 9, 3835]",[-1.2451577186584473],C0071097,pioglitazone,TREATS,C0028754,Obesity
"[13692, 9, 14038]",[-1.2460393905639648],C0872913,tenecteplase,TREATS,C0948008,Ischemic stroke
"[12280, 9, 7739]",[-1.2643654346466064],C0657912,pregabalin,TREATS,C0150055,Chronic pain
"[1420, 9, 3579]",[-1.2745579481124878],C0010592,ciclosporin,TREATS,C0026764,Multiple Myeloma
"[14468, 9, 869]",[-1.2800613641738892],C1145701,amphotericin B liposomal,TREATS,C0006840,Candidiasis
