Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[1134, 9, 1109]",[-5.950338363647461],C0010583,cyclophosphamide,TREATS,C0010346,Crohn Disease
"[2762, 9, 738]",[-6.0105695724487305],C0025598,metformin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[3030, 9, 2150]",[-6.081795692443848],C0027996,niacin,TREATS,C0020473,Hyperlipidemia
"[4532, 9, 1980]",[-6.141606330871582],C0042523,verapamil,TREATS,C0018801,Heart failure
"[3839, 9, 8348]",[-6.194385528564453],C0036079,salicylic acid,TREATS,C0406317,Chronic small plaque psoriasis
"[8203, 9, 7171]",[-6.210300445556641],C0387288,verteporfin,TREATS,C0242383,Age related macular degeneration
"[4838, 9, 421]",[-6.252172946929932],C0055147,cetirizine,TREATS,C0004096,Asthma
"[5300, 9, 3089]",[-6.256991386413574],C0071097,pioglitazone,TREATS,C0028754,Obesity
"[10499, 9, 4052]",[-6.2710676193237305],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[2939, 9, 421]",[-6.303194522857666],C0027235,ipratropium,TREATS,C0004096,Asthma
"[894, 9, 7365]",[-6.344560623168945],C0008318,colecalciferol,TREATS,C0264716,Chronic heart failure
"[203, 9, 1981]",[-6.3719305992126465],C0002502,amiloride,TREATS,C0018802,Congestive heart failure
"[3513, 9, 1146]",[-6.3892107009887695],C0032950,prednisolone,TREATS,C0010674,Cystic Fibrosis
"[2028, 9, 646]",[-6.39572286605835],C0019134,heparin,TREATS,C0006434,Burn injury
"[2830, 9, 1523]",[-6.403590679168701],C0026056,midazolam,TREATS,C0014544,Epilepsy
"[7271, 9, 1267]",[-6.431128025054932],C0246415,docetaxel,TREATS,C0011991,Diarrhea
"[2793, 9, 1684]",[-6.442389488220215],C0025815,methylprednisolone,TREATS,C0015967,Fever
"[3578, 9, 739]",[-6.447320461273193],C0033497,propranolol,TREATS,C0007134,Renal Cell Carcinoma
"[4504, 9, 2706]",[-6.459503650665283],C0042291,valproic acid,TREATS,C0025202,melanoma
"[1742, 9, 1267]",[-6.466287136077881],C0016360,fluorouracil,TREATS,C0011991,Diarrhea
"[13708, 9, 2615]",[-6.503698348999023],C4741328,rituximab-abbs,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[3514, 9, 3205]",[-6.50452995300293],C0032952,prednisone,TREATS,C0030193,Pain
"[3513, 9, 1684]",[-6.5062665939331055],C0032950,prednisolone,TREATS,C0015967,Fever
"[4389, 9, 3155]",[-6.53706169128418],C0041041,trimethoprim,TREATS,C0029443,Osteomyelitis
"[1519, 9, 1093]",[-6.543680191040039],C0014479,ephedrine,TREATS,C0010200,Coughing
"[2584, 9, 1523]",[-6.550788879394531],C0024002,lorazepam,TREATS,C0014544,Epilepsy
"[2199, 9, 1035]",[-6.581310272216797],C0020740,ibuprofen,TREATS,C0009443,Common Cold
"[1318, 9, 3794]",[-6.601278305053711],C0012522,diphenhydramine,TREATS,C0035455,Rhinitis
"[10931, 9, 2615]",[-6.607347011566162],C1176309,bortezomib,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[11831, 9, 1109]",[-6.617334365844727],C1619966,abatacept,TREATS,C0010346,Crohn Disease
"[4905, 9, 2721]",[-6.639812469482422],C0057144,daptomycin,TREATS,C0025289,Meningitis
"[3408, 9, 3857]",[-6.654893398284912],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[12714, 9, 3095]",[-6.657838344573975],C2983887,timolol anhydrous,TREATS,C0028840,Ocular Hypertension
"[6040, 9, 740]",[-6.662719249725342],C0144576,paclitaxel,TREATS,C0007137,Squamous cell carcinoma
"[5525, 9, 3008]",[-6.667120933532715],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[6357, 9, 186]",[-6.668198585510254],C0167117,exenatide,TREATS,C0002395,Alzheimer's Disease
"[1742, 9, 739]",[-6.67441987991333],C0016360,fluorouracil,TREATS,C0007134,Renal Cell Carcinoma
"[6979, 9, 4573]",[-6.677497386932373],C0220578,palonosetron,TREATS,C0042963,Vomiting
"[4266, 9, 1999]",[-6.68179988861084],C0040233,timolol,TREATS,C0018916,Hemangioma
"[4389, 9, 3655]",[-6.682455062866211],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
"[13527, 9, 739]",[-6.694318771362305],C4529301,bevacizumab-awwb,TREATS,C0007134,Renal Cell Carcinoma
"[10277, 9, 3639]",[-6.700921058654785],C0872913,tenecteplase,TREATS,C0034065,Pulmonary Embolism
"[3513, 9, 2889]",[-6.706995964050293],C0032950,prednisolone,TREATS,C0026764,Multiple Myeloma
"[4282, 9, 466]",[-6.720847129821777],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[10604, 9, 3639]",[-6.7326812744140625],C0965129,rosuvastatin,TREATS,C0034065,Pulmonary Embolism
"[663, 9, 1409]",[-6.734777450561523],C0006644,caffeine,TREATS,C0013404,Dyspnea
"[10479, 9, 738]",[-6.769505023956299],C0935989,imatinib,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[1138, 9, 8727]",[-6.77172327041626],C0010592,ciclosporin,TREATS,C0524910,"Hepatitis C, Chronic"
"[3035, 9, 4067]",[-6.772765159606934],C0028027,nicotinamide,TREATS,C0038454,Cerebrovascular accident
"[3514, 9, 103]",[-6.784490585327148],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[4506, 9, 466]",[-6.800293922424316],C0042313,vancomycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[7634, 9, 2615]",[-6.803152084350586],C0282386,levofloxacin,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[9865, 9, 4493]",[-6.809818267822266],C0770565,dexamethasone phosphate,TREATS,C0042165,Anterior uveitis
"[6979, 9, 2968]",[-6.8205437660217285],C0220578,palonosetron,TREATS,C0027497,Nausea
"[9256, 9, 1019]",[-6.82240629196167],C0676831,basiliximab,TREATS,C0009324,Ulcerative Colitis
"[2780, 9, 3008]",[-6.8291168212890625],C0025677,methotrexate,TREATS,C0027819,Neuroblastoma
"[4087, 9, 2639]",[-6.832459926605225],C0038679,sulfadoxine,TREATS,C0024530,Malaria
"[3239, 9, 2156]",[-6.838723182678223],C0030520,parathyroid hormone,TREATS,C0020502,Hyperparathyroidism
"[4708, 9, 7365]",[-6.85800838470459],C0051696,amlodipine,TREATS,C0264716,Chronic heart failure
"[4206, 9, 3780]",[-6.866689682006836],C0039871,thiotepa,TREATS,C0035335,Retinoblastoma
"[12265, 9, 6096]",[-6.871003150939941],C2001271,tapentadol,TREATS,C0150055,Chronic pain
"[5955, 9, 1267]",[-6.87578821182251],C0123931,irinotecan,TREATS,C0011991,Diarrhea
"[5270, 9, 430]",[-6.878672122955322],C0070166,clopidogrel,TREATS,C0004238,Atrial Fibrillation
"[5266, 9, 2178]",[-6.88543176651001],C0070093,teriparatide,TREATS,C0020598,Hypocalcemia
"[9865, 9, 1109]",[-6.887834548950195],C0770565,dexamethasone phosphate,TREATS,C0010346,Crohn Disease
"[7702, 9, 186]",[-6.898007392883301],C0289313,rosiglitazone,TREATS,C0002395,Alzheimer's Disease
"[1318, 9, 4573]",[-6.911137104034424],C0012522,diphenhydramine,TREATS,C0042963,Vomiting
"[1602, 9, 2615]",[-6.91441535949707],C0015133,etoposide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[2837, 9, 1220]",[-6.9173431396484375],C0026187,minocycline,TREATS,C0011581,Depressive disorder
"[1951, 9, 2968]",[-6.921754360198975],C0018546,haloperidol,TREATS,C0027497,Nausea
"[3199, 9, 1019]",[-6.922125816345215],C0030125,aminosalicylic acid,TREATS,C0009324,Ulcerative Colitis
"[9236, 9, 9662]",[-6.934817314147949],C0666743,infliximab,TREATS,C0730285,Macular edema due to diabetes mellitus
"[5948, 9, 3856]",[-6.9387898445129395],C0123091,quetiapine,TREATS,C0036337,Schizoaffective Disorder
"[3565, 9, 2961]",[-6.948054790496826],C0033405,promethazine,TREATS,C0027424,Nasal congestion (finding)
"[3578, 9, 4065]",[-6.951958656311035],C0033497,propranolol,TREATS,C0038436,Post-Traumatic Stress Disorder
"[176, 9, 8638]",[-6.953112602233887],C0002333,alprazolam,TREATS,C0497327,Dementia
"[9245, 9, 738]",[-6.957769393920898],C0671970,capecitabine,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[5508, 9, 8638]",[-6.970324993133545],C0078569,venlafaxine,TREATS,C0497327,Dementia
"[4708, 9, 2150]",[-6.9727911949157715],C0051696,amlodipine,TREATS,C0020473,Hyperlipidemia
"[1134, 9, 2495]",[-6.97565221786499],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[3514, 9, 1267]",[-6.977367877960205],C0032952,prednisone,TREATS,C0011991,Diarrhea
"[11336, 9, 738]",[-6.977447509765625],C1367202,ipilimumab,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[958, 9, 3857]",[-6.98266077041626],C0008845,citalopram,TREATS,C0036341,Schizophrenia
"[1602, 9, 2889]",[-6.98861837387085],C0015133,etoposide,TREATS,C0026764,Multiple Myeloma
"[1372, 9, 3789]",[-6.997314453125],C0013089,doxorubicin,TREATS,C0035412,Rhabdomyosarcoma
"[10064, 9, 739]",[-6.99864387512207],C0796392,bevacizumab,TREATS,C0007134,Renal Cell Carcinoma
"[8190, 9, 2889]",[-7.001718521118164],C0383429,alemtuzumab,TREATS,C0026764,Multiple Myeloma
"[968, 9, 2639]",[-7.0133256912231445],C0008947,clindamycin,TREATS,C0024530,Malaria
"[2517, 9, 1489]",[-7.015427112579346],C0023566,levonorgestrel,TREATS,C0014175,Endometriosis
"[5349, 9, 430]",[-7.024232864379883],C0072973,ramipril,TREATS,C0004238,Atrial Fibrillation
"[4191, 9, 2090]",[-7.029168605804443],C0039736,thalidomide,TREATS,C0019829,Hodgkin Disease
"[1318, 9, 2961]",[-7.030562400817871],C0012522,diphenhydramine,TREATS,C0027424,Nasal congestion (finding)
"[5056, 9, 2969]",[-7.037693977355957],C0061851,ondansetron,TREATS,C0027498,Nausea and vomiting
"[6971, 9, 4231]",[-7.042319297790527],C0216278,tinzaparin,TREATS,C0040053,Thrombosis
"[2814, 9, 3772]",[-7.058564186096191],C0025942,miconazole,TREATS,C0035243,Respiratory Tract Infections
"[10784, 9, 3847]",[-7.059751987457275],C1122087,adalimumab,TREATS,C0036202,Sarcoidosis
"[10399, 9, 3089]",[-7.065674304962158],C0907402,insulin glargine,TREATS,C0028754,Obesity
"[7702, 9, 7165]",[-7.070261001586914],C0289313,rosiglitazone,TREATS,C0242339,Dyslipidemias
"[2213, 9, 8638]",[-7.071379661560059],C0020934,imipramine,TREATS,C0497327,Dementia
"[3094, 9, 3364]",[-7.083660125732422],C0028833,octreotide,TREATS,C0031511,Pheochromocytoma
"[27, 9, 1999]",[-7.084132671356201],C0000946,acebutolol,TREATS,C0018916,Hemangioma
"[10863, 9, 691]",[-7.085775375366211],C1145701,amphotericin B liposomal,TREATS,C0006840,Candidiasis
"[1134, 9, 3017]",[-7.086423873901367],C0010583,cyclophosphamide,TREATS,C0027873,Neuromyelitis Optica
"[1571, 9, 1489]",[-7.086973190307617],C0014912,estradiol,TREATS,C0014175,Endometriosis
"[5392, 9, 426]",[-7.0938849449157715],C0074554,simvastatin,TREATS,C0004153,Atherosclerosis
"[5119, 9, 3857]",[-7.096930027008057],C0064636,lamotrigine,TREATS,C0036341,Schizophrenia
"[5525, 9, 2615]",[-7.101480007171631],C0079083,carboplatin,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[8752, 9, 2891]",[-7.110145568847656],C0527316,donepezil,TREATS,C0026769,Multiple Sclerosis
"[1134, 9, 738]",[-7.114699363708496],C0010583,cyclophosphamide,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[2780, 9, 1227]",[-7.121426582336426],C0025677,methotrexate,TREATS,C0011633,Dermatomyositis
"[8793, 9, 2889]",[-7.121652603149414],C0541155,colesevelam,TREATS,C0026764,Multiple Myeloma
"[2584, 9, 2968]",[-7.123594284057617],C0024002,lorazepam,TREATS,C0027497,Nausea
