Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[4389, 9, 3655]",[-0.6763404011726379],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
"[3054, 9, 3655]",[-0.6820268630981445],C0028156,nitrofurantoin,TREATS,C0034186,Pyelonephritis
"[3514, 9, 4160]",[-0.7256976366043091],C0032952,prednisone,TREATS,C0039483,Giant Cell Arteritis
"[5254, 9, 7557]",[-0.7261419296264648],C0069717,oxaliplatin,TREATS,C0281361,Adenocarcinoma of pancreas
"[4580, 9, 10537]",[-0.7327108383178711],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[6901, 9, 4231]",[-0.8003392219543457],C0206460,enoxaparin,TREATS,C0040053,Thrombosis
"[9245, 9, 738]",[-0.8034441471099854],C0671970,capecitabine,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[2939, 9, 421]",[-0.8159821629524231],C0027235,ipratropium,TREATS,C0004096,Asthma
"[1674, 9, 6572]",[-0.8173333406448364],C0015846,fentanyl,TREATS,C0184567,Acute onset pain
"[958, 9, 4065]",[-0.8533226847648621],C0008845,citalopram,TREATS,C0038436,Post-Traumatic Stress Disorder
"[1134, 9, 2495]",[-0.8679463267326355],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[1318, 9, 2961]",[-0.8733484745025635],C0012522,diphenhydramine,TREATS,C0027424,Nasal congestion (finding)
"[6040, 9, 740]",[-0.8848321437835693],C0144576,paclitaxel,TREATS,C0007137,Squamous cell carcinoma
"[4282, 9, 466]",[-0.891488790512085],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[228, 9, 3655]",[-0.8959346413612366],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[1318, 9, 4573]",[-0.8989393711090088],C0012522,diphenhydramine,TREATS,C0042963,Vomiting
"[2204, 9, 3780]",[-0.9142800569534302],C0020823,ifosfamide,TREATS,C0035335,Retinoblastoma
"[11804, 9, 8348]",[-0.9147562384605408],C1608841,ustekinumab,TREATS,C0406317,Chronic small plaque psoriasis
"[625, 9, 3794]",[-0.9157556295394897],C0006246,brompheniramine,TREATS,C0035455,Rhinitis
"[10775, 9, 1490]",[-0.9256773591041565],C1120106,ertapenem,TREATS,C0014179,Endometritis
"[228, 9, 3325]",[-0.9557216167449951],C0002645,amoxicillin,TREATS,C0031154,Peritonitis
"[5254, 9, 738]",[-0.9580568075180054],C0069717,oxaliplatin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[1571, 9, 1489]",[-0.970872163772583],C0014912,estradiol,TREATS,C0014175,Endometriosis
"[2762, 9, 7165]",[-0.9756588935852051],C0025598,metformin,TREATS,C0242339,Dyslipidemias
"[3194, 9, 6572]",[-0.9953975677490234],C0030073,oxymorphone,TREATS,C0184567,Acute onset pain
"[10499, 9, 4052]",[-1.0007754564285278],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[10277, 9, 3639]",[-1.0044431686401367],C0872913,tenecteplase,TREATS,C0034065,Pulmonary Embolism
"[4544, 9, 8877]",[-1.0083879232406616],C0042679,vincristine,TREATS,C0553580,Ewings sarcoma
"[2517, 9, 1489]",[-1.0100605487823486],C0023566,levonorgestrel,TREATS,C0014175,Endometriosis
"[2527, 9, 6096]",[-1.0100842714309692],C0023660,lidocaine,TREATS,C0150055,Chronic pain
"[228, 9, 377]",[-1.014899492263794],C0002645,amoxicillin,TREATS,C0003615,Appendicitis
"[958, 9, 363]",[-1.0202231407165527],C0008845,citalopram,TREATS,C0003467,Anxiety
"[3514, 9, 103]",[-1.026243805885315],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[1951, 9, 8638]",[-1.0271586179733276],C0018546,haloperidol,TREATS,C0497327,Dementia
"[9221, 9, 6096]",[-1.0314035415649414],C0657912,pregabalin,TREATS,C0150055,Chronic pain
"[2780, 9, 3780]",[-1.0346813201904297],C0025677,methotrexate,TREATS,C0035335,Retinoblastoma
"[3239, 9, 2156]",[-1.03778076171875],C0030520,parathyroid hormone,TREATS,C0020502,Hyperparathyroidism
"[1587, 9, 1489]",[-1.0407958030700684],C0015011,ethinylestradiol,TREATS,C0014175,Endometriosis
"[5254, 9, 3008]",[-1.0469756126403809],C0069717,oxaliplatin,TREATS,C0027819,Neuroblastoma
"[2849, 9, 2495]",[-1.0493627786636353],C0026259,mitoxantrone,TREATS,C0023449,Acute lymphocytic leukemia
"[8212, 9, 3325]",[-1.054482102394104],C0389169,doripenem,TREATS,C0031154,Peritonitis
"[1519, 9, 1093]",[-1.056572437286377],C0014479,ephedrine,TREATS,C0010200,Coughing
"[9236, 9, 12891]",[-1.059220790863037],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[4708, 9, 7365]",[-1.0659302473068237],C0051696,amlodipine,TREATS,C0264716,Chronic heart failure
"[9641, 9, 738]",[-1.0726386308670044],C0728747,trastuzumab,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[228, 9, 1684]",[-1.0730518102645874],C0002645,amoxicillin,TREATS,C0015967,Fever
"[1743, 9, 544]",[-1.074826955795288],C0016365,fluoxetine,TREATS,C0005586,Bipolar Disorder
"[10933, 9, 12695]",[-1.0820060968399048],C1176316,tadalafil,TREATS,C2973725,Pulmonary arterial hypertension
"[4833, 9, 3655]",[-1.0862208604812622],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[10778, 9, 415]",[-1.08780837059021],C1120386,micafungin,TREATS,C0004030,Aspergillosis
"[1530, 9, 421]",[-1.0910910367965698],C0014563,epinephrine,TREATS,C0004096,Asthma
"[1725, 9, 9662]",[-1.0953694581985474],C0016298,fluocinolone acetonide,TREATS,C0730285,Macular edema due to diabetes mellitus
"[3615, 9, 1093]",[-1.1050666570663452],C0033798,pseudoephedrine,TREATS,C0010200,Coughing
"[1372, 9, 3789]",[-1.1099750995635986],C0013089,doxorubicin,TREATS,C0035412,Rhabdomyosarcoma
"[6371, 9, 8638]",[-1.1138674020767212],C0171023,olanzapine,TREATS,C0497327,Dementia
"[11831, 9, 1109]",[-1.115591049194336],C1619966,abatacept,TREATS,C0010346,Crohn Disease
"[9865, 9, 1109]",[-1.1164664030075073],C0770565,dexamethasone phosphate,TREATS,C0010346,Crohn Disease
"[5525, 9, 3008]",[-1.1195076704025269],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[11804, 9, 4492]",[-1.1233497858047485],C1608841,ustekinumab,TREATS,C0042164,Uveitis
"[10784, 9, 3847]",[-1.1237396001815796],C1122087,adalimumab,TREATS,C0036202,Sarcoidosis
"[2204, 9, 3008]",[-1.1323487758636475],C0020823,ifosfamide,TREATS,C0027819,Neuroblastoma
"[3839, 9, 8348]",[-1.132601022720337],C0036079,salicylic acid,TREATS,C0406317,Chronic small plaque psoriasis
"[1602, 9, 3780]",[-1.1343666315078735],C0015133,etoposide,TREATS,C0035335,Retinoblastoma
"[6037, 9, 6096]",[-1.1350293159484863],C0143993,sufentanil,TREATS,C0150055,Chronic pain
"[980, 9, 3205]",[-1.1364986896514893],C0009014,clonidine,TREATS,C0030193,Pain
"[4532, 9, 1980]",[-1.1365107297897339],C0042523,verapamil,TREATS,C0018801,Heart failure
"[958, 9, 364]",[-1.1382248401641846],C0008845,citalopram,TREATS,C0003469,Anxiety Disorders
"[1302, 9, 6572]",[-1.1386868953704834],C0012306,hydromorphone,TREATS,C0184567,Acute onset pain
"[203, 9, 1981]",[-1.1420749425888062],C0002502,amiloride,TREATS,C0018802,Congestive heart failure
"[3413, 9, 3155]",[-1.1426208019256592],C0031955,piperacillin,TREATS,C0029443,Osteomyelitis
"[958, 9, 3857]",[-1.1441781520843506],C0008845,citalopram,TREATS,C0036341,Schizophrenia
"[5948, 9, 8638]",[-1.1466127634048462],C0123091,quetiapine,TREATS,C0497327,Dementia
"[1134, 9, 2706]",[-1.147759199142456],C0010583,cyclophosphamide,TREATS,C0025202,melanoma
"[2803, 9, 3155]",[-1.1492023468017578],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[2956, 9, 6572]",[-1.1493048667907715],C0027396,naproxen,TREATS,C0184567,Acute onset pain
"[9812, 9, 8638]",[-1.1526658535003662],C0753678,paliperidone,TREATS,C0497327,Dementia
"[4506, 9, 466]",[-1.157118558883667],C0042313,vancomycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[3514, 9, 1227]",[-1.1584663391113281],C0032952,prednisone,TREATS,C0011633,Dermatomyositis
"[1743, 9, 8638]",[-1.1624517440795898],C0016365,fluoxetine,TREATS,C0497327,Dementia
"[11870, 9, 9788]",[-1.1639676094055176],C1699926,fingolimod,TREATS,C0751964,"Multiple Sclerosis, Primary Progressive"
"[4544, 9, 3780]",[-1.1717045307159424],C0042679,vincristine,TREATS,C0035335,Retinoblastoma
"[1571, 9, 3159]",[-1.1721069812774658],C0014912,estradiol,TREATS,C0029456,Osteoporosis
"[2135, 9, 3857]",[-1.1742634773254395],C0020404,hydroxyzine,TREATS,C0036341,Schizophrenia
"[1318, 9, 3794]",[-1.174294114112854],C0012522,diphenhydramine,TREATS,C0035455,Rhinitis
"[6971, 9, 4231]",[-1.1797720193862915],C0216278,tinzaparin,TREATS,C0040053,Thrombosis
