Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[11586, 9, 7416]",[3.3084600659094576e-07],C1515405,Virosterone,TREATS,C0271623,Hypogonadotropic hypogonadism
"[12014, 9, 11014]",[1.6099939159630594e-07],C1873633,lisdexamfetamine,TREATS,C1269683,Major Depressive Disorder
"[668, 9, 4562]",[1.388785904055112e-07],C0006674,calcitriol,TREATS,C0042870,Vitamin D Deficiency
"[2583, 9, 3902]",[1.2193677889626997e-07],C0023992,loperamide,TREATS,C0036992,Short Bowel Syndrome
"[12810, 9, 10549]",[1.0766868996370249e-07],C3256601,calcium ascorbate anhydrous,TREATS,C0949083,Hospital acquired pneumonia
"[8741, 9, 11052]",[9.725833649554261e-08],C0525227,brimonidine,TREATS,C1275684,Meibomian gland dysfunction
"[5820, 9, 11679]",[9.355982655279149e-08],C0086444,dexrazoxane,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[2578, 9, 11835]",[8.715667121350634e-08],C0023972,lomustine,TREATS,C1621958,Glioblastoma Multiforme
"[9520, 9, 146]",[8.687571551035944e-08],C0701928,Special K drug,TREATS,C0001973,"Alcoholic Intoxication, Chronic"
"[12810, 9, 3472]",[8.628666847698696e-08],C3256601,calcium ascorbate anhydrous,TREATS,C0032463,Polycythemia Vera
"[1716, 9, 2476]",[8.079793900606091e-08],C0016277,fluconazole,TREATS,C0023283,"Leishmaniasis, Cutaneous"
"[7702, 9, 7165]",[7.649480693316946e-08],C0289313,rosiglitazone,TREATS,C0242339,Dyslipidemias
"[7706, 9, 7416]",[7.342114116681842e-08],C0290883,anastrozole,TREATS,C0271623,Hypogonadotropic hypogonadism
"[5525, 9, 11835]",[7.032531357253902e-08],C0079083,carboplatin,TREATS,C1621958,Glioblastoma Multiforme
"[4326, 9, 3120]",[6.887877646022389e-08],C0040610,tramadol,TREATS,C0029104,Opioid withdrawal
"[5038, 9, 8638]",[6.803514196462856e-08],C0060926,gabapentin,TREATS,C0497327,Dementia
"[5097, 9, 7165]",[5.973230088329728e-08],C0063657,"insulin, neutral",TREATS,C0242339,Dyslipidemias
"[12929, 9, 7165]",[5.964202642871896e-08],C3536880,nicotinic acid,TREATS,C0242339,Dyslipidemias
"[2950, 9, 3120]",[5.845780748359175e-08],C0027358,naloxone,TREATS,C0029104,Opioid withdrawal
"[2518, 9, 55]",[5.513273393376039e-08],C0023570,levodopa,TREATS,C0001206,Acromegaly
"[5369, 9, 8666]",[5.3043773817762485e-08],C0073571,ropivacaine,TREATS,C0520909,Postoperative Nausea and Vomiting
"[2202, 9, 11679]",[5.163242633443588e-08],C0020789,idarubicin,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[4666, 9, 11679]",[4.89308042972425e-08],C0049065,decitabine,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[2583, 9, 1019]",[4.5580669905120885e-08],C0023992,loperamide,TREATS,C0009324,Ulcerative Colitis
"[6950, 9, 11679]",[4.3700858043393964e-08],C0209368,mycophenolate mofetil,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[862, 9, 8638]",[4.192655111978638e-08],C0008161,chloral hydrate,TREATS,C0497327,Dementia
"[9865, 9, 11668]",[4.0160490044627295e-08],C0770565,dexamethasone phosphate,TREATS,C1527336,Sjogren's Syndrome
"[2128, 9, 611]",[3.900046507965271e-08],C0020316,hydroxocobalamin,TREATS,C0006114,Cerebral Edema
"[11015, 9, 11679]",[3.8350602693526525e-08],C1269691,Escherichia coli asparaginase,TREATS,C1531702,Acute lymphoblastic leukemia - category
"[4838, 9, 3276]",[3.640223411593979e-08],C0055147,cetirizine,TREATS,C0030807,Pemphigus
"[10499, 9, 2924]",[3.521199332112701e-08],C0937846,esomeprazole,TREATS,C0027051,Myocardial Infarction
"[3032, 9, 8638]",[3.514267987725361e-08],C0028008,nicergoline,TREATS,C0497327,Dementia
"[5038, 9, 3857]",[3.421708782980204e-08],C0060926,gabapentin,TREATS,C0036341,Schizophrenia
"[11596, 9, 11835]",[3.401749282261335e-08],C1516302,Carmustinum,TREATS,C1621958,Glioblastoma Multiforme
"[977, 9, 8638]",[3.3827088685711715e-08],C0009010,clomipramine,TREATS,C0497327,Dementia
"[11804, 9, 4492]",[3.3540857202751795e-08],C1608841,ustekinumab,TREATS,C0042164,Uveitis
"[1674, 9, 6572]",[3.3419478739915576e-08],C0015846,fentanyl,TREATS,C0184567,Acute onset pain
"[12014, 9, 3857]",[3.267942361162568e-08],C1873633,lisdexamfetamine,TREATS,C0036341,Schizophrenia
"[3189, 9, 1057]",[3.1747411810556514e-08],C0030049,oxycodone,TREATS,C0009806,Constipation
"[10928, 9, 2505]",[3.15770307679486e-08],C1176020,sunitinib,TREATS,C0023480,"Leukemia, Myelomonocytic, Chronic"
"[5909, 9, 7411]",[3.0940313422433974e-08],C0110038,clavulanate,TREATS,C0271429,Acute otitis media
"[10047, 9, 2889]",[3.062744013959673e-08],C0795597,cytarabine liposome,TREATS,C0026764,Multiple Myeloma
"[4563, 9, 10549]",[3.003039950044695e-08],C0042874,Vitamin E,TREATS,C0949083,Hospital acquired pneumonia
"[2381, 9, 186]",[2.9406752588556628e-08],C0022265,isotretinoin,TREATS,C0002395,Alzheimer's Disease
"[8190, 9, 6987]",[2.8134767404708327e-08],C0383429,alemtuzumab,TREATS,C0220756,"Niemann-Pick Disease, Type C"
"[9865, 9, 6091]",[2.7803372049106656e-08],C0770565,dexamethasone phosphate,TREATS,C0149948,Acute otitis externa
"[10967, 9, 4302]",[2.7412765390977256e-08],C1258986,p-hydroxyphenolacetamide,TREATS,C0040460,Toothache
"[4504, 9, 3005]",[2.7230104393538568e-08],C0042291,valproic acid,TREATS,C0027796,Neuralgia
"[3387, 9, 3089]",[2.722414826905606e-08],C0031716,phosphorylcholine,TREATS,C0028754,Obesity
"[2762, 9, 7165]",[2.676734389694957e-08],C0025598,metformin,TREATS,C0242339,Dyslipidemias
"[5097, 9, 7416]",[2.6573598432833023e-08],C0063657,"insulin, neutral",TREATS,C0271623,Hypogonadotropic hypogonadism
"[8190, 9, 2090]",[2.6559433763395646e-08],C0383429,alemtuzumab,TREATS,C0019829,Hodgkin Disease
"[3035, 9, 7165]",[2.6533015784480085e-08],C0028027,nicotinamide,TREATS,C0242339,Dyslipidemias
"[4206, 9, 3780]",[2.6171855793677423e-08],C0039871,thiotepa,TREATS,C0035335,Retinoblastoma
"[3546, 9, 893]",[2.5752864729611247e-08],C0033228,fenofibrate,TREATS,C0008312,Primary Biliary Cholangitis
"[13121, 9, 9364]",[2.5232479217152104e-08],C3872000,pyridoxal phosphate anhydrous,TREATS,C0686347,Tardive Dyskinesia
"[11592, 9, 7130]",[2.387730191344417e-08],C1516119,sorafenib,TREATS,C0238462,Medullary carcinoma of thyroid
"[7712, 9, 12695]",[2.3692699357980018e-08],C0292818,ritonavir,TREATS,C2973725,Pulmonary arterial hypertension
"[5350, 9, 2502]",[2.3450528630064582e-08],C0072980,sirolimus,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[10967, 9, 1391]",[2.330238579872912e-08],C1258986,p-hydroxyphenolacetamide,TREATS,C0013274,Patent ductus arteriosus
"[9812, 9, 8638]",[2.2990942483147592e-08],C0753678,paliperidone,TREATS,C0497327,Dementia
"[11774, 9, 3037]",[2.26482885778978e-08],C1569608,varenicline,TREATS,C0028043,Nicotine Dependence
"[2709, 9, 2362]",[2.2591432724539118e-08],C0025219,melatonin,TREATS,C0022104,Irritable Bowel Syndrome
"[6357, 9, 186]",[2.2465208360245015e-08],C0167117,exenatide,TREATS,C0002395,Alzheimer's Disease
"[5948, 9, 298]",[2.216924244180518e-08],C0123091,quetiapine,TREATS,C0003125,Anorexia Nervosa
"[644, 9, 3120]",[2.1739651856478304e-08],C0006405,buprenorphine,TREATS,C0029104,Opioid withdrawal
"[11596, 9, 256]",[2.1649254833278064e-08],C1516302,Carmustinum,TREATS,C0002874,Aplastic Anemia
"[6851, 9, 3317]",[2.0877873652125345e-08],C0205758,racepinephrine,TREATS,C0031099,Periodontitis
"[11585, 9, 7005]",[2.0788069932109465e-08],C1515388,Luteohormone,TREATS,C0221074,"Depression, Postpartum"
