Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[197, 9, 4251]",[-0.38226133584976196],C0002333,alprazolam,TREATS,C0036341,Schizophrenia
"[3074, 9, 3463]",[-0.4511435627937317],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[5793, 9, 820]",[-0.45413729548454285],C0069717,oxaliplatin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[11618, 9, 820]",[-0.4624532163143158],C0879427,panitumumab,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[3106, 9, 1683]",[-0.465696781873703],C0026056,midazolam,TREATS,C0014544,Epilepsy
"[252, 9, 4009]",[-0.51236891746521],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[3051, 9, 2755]",[-0.5227264165878296],C0025677,methotrexate,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[4624, 9, 4945]",[-0.5250519514083862],C0039736,thalidomide,TREATS,C0042164,Uveitis
"[12791, 9, 820]",[-0.5287988185882568],C1367202,ipilimumab,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[3509, 9, 164]",[-0.5305073261260986],C0030095,oxytocin,TREATS,C0001973,"Alcoholic Intoxication, Chronic"
"[6524, 9, 4331]",[-0.5419224500656128],C0110038,clavulanate,TREATS,C0037199,Sinusitis
"[1114, 9, 469]",[-0.5429438352584839],C0009262,colchicine,TREATS,C0004096,Asthma
"[989, 9, 3390]",[-0.5479386448860168],C0008318,colecalciferol,TREATS,C0028754,Obesity
"[252, 9, 8071]",[-0.5523614883422852],C0002645,amoxicillin,TREATS,C0243001,Abdominal Abscess
"[2661, 9, 3533]",[-0.5546498894691467],C0022614,ketamine,TREATS,C0030305,Pancreatitis
"[1921, 9, 4251]",[-0.5577185153961182],C0016365,fluoxetine,TREATS,C0036341,Schizophrenia
"[8116, 9, 3561]",[-0.5735528469085693],C0245561,duloxetine,TREATS,C0030567,Parkinson Disease
"[1254, 9, 2755]",[-0.5767450332641602],C0010583,cyclophosphamide,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[10385, 9, 4251]",[-0.5843557119369507],C0657912,pregabalin,TREATS,C0036341,Schizophrenia
"[5543, 9, 4251]",[-0.5864984393119812],C0060926,gabapentin,TREATS,C0036341,Schizophrenia
"[3106, 9, 4251]",[-0.5870368480682373],C0026056,midazolam,TREATS,C0036341,Schizophrenia
"[12114, 9, 469]",[-0.6098109483718872],C1122087,adalimumab,TREATS,C0004096,Asthma
"[6524, 9, 8071]",[-0.610427737236023],C0110038,clavulanate,TREATS,C0243001,Abdominal Abscess
"[11102, 9, 1225]",[-0.6209603548049927],C0770565,dexamethasone phosphate,TREATS,C0010346,Crohn Disease
"[2661, 9, 3392]",[-0.6226963400840759],C0022614,ketamine,TREATS,C0028768,Obsessive-Compulsive Disorder
"[5315, 9, 4009]",[-0.6257982850074768],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[3108, 9, 208]",[-0.6296966671943665],C0026088,mifepristone,TREATS,C0002395,Alzheimer's Disease
"[1254, 9, 11024]",[-0.6342421770095825],C0010583,cyclophosphamide,TREATS,C0751967,"Multiple Sclerosis, Relapsing-Remitting"
"[3349, 9, 4009]",[-0.643409013748169],C0028156,nitrofurantoin,TREATS,C0034186,Pyelonephritis
"[1254, 9, 2747]",[-0.6460943222045898],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[15378, 9, 3972]",[-0.646125078201294],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[9146, 9, 4251]",[-0.6505111455917358],C0377265,levetiracetam,TREATS,C0036341,Schizophrenia
"[3238, 9, 2495]",[-0.6542210578918457],C0027360,naltrexone,TREATS,C0021390,Inflammatory Bowel Diseases
"[11559, 9, 3992]",[-0.6678385734558105],C0872913,tenecteplase,TREATS,C0034065,Pulmonary Embolism
"[4835, 9, 4009]",[-0.6679480075836182],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
