Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[228, 9, 3655]",[-0.10831335186958313],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[5176, 9, 3155]",[-0.11708202213048935],C0066005,meropenem,TREATS,C0029443,Osteomyelitis
"[4389, 9, 3655]",[-0.11731945723295212],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
"[8776, 9, 7411]",[-0.12485067546367645],C0536495,moxifloxacin,TREATS,C0271429,Acute otitis media
"[10775, 9, 1490]",[-0.1307387501001358],C1120106,ertapenem,TREATS,C0014179,Endometritis
"[4833, 9, 3655]",[-0.13369958102703094],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[4544, 9, 8877]",[-0.15483403205871582],C0042679,vincristine,TREATS,C0553580,Ewings sarcoma
"[2803, 9, 3155]",[-0.15512213110923767],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[3413, 9, 3155]",[-0.1594393253326416],C0031955,piperacillin,TREATS,C0029443,Osteomyelitis
"[4828, 9, 3155]",[-0.17061784863471985],C0055003,cefepime,TREATS,C0029443,Osteomyelitis
"[3514, 9, 4160]",[-0.17111188173294067],C0032952,prednisone,TREATS,C0039483,Giant Cell Arteritis
"[454, 9, 3155]",[-0.17163331806659698],C0004521,aztreonam,TREATS,C0029443,Osteomyelitis
"[5176, 9, 466]",[-0.17185057699680328],C0066005,meropenem,TREATS,C0004626,"Pneumonia, Bacterial"
"[9225, 9, 3155]",[-0.1722864955663681],C0663241,linezolid,TREATS,C0029443,Osteomyelitis
"[10047, 9, 645]",[-0.17456312477588654],C0795597,cytarabine liposome,TREATS,C0006413,Burkitt Lymphoma
"[8783, 9, 691]",[-0.17517752945423126],C0537894,caspofungin,TREATS,C0006840,Candidiasis
"[7271, 9, 740]",[-0.18216876685619354],C0246415,docetaxel,TREATS,C0007137,Squamous cell carcinoma
"[968, 9, 3155]",[-0.18418920040130615],C0008947,clindamycin,TREATS,C0029443,Osteomyelitis
"[228, 9, 7227]",[-0.18499356508255005],C0002645,amoxicillin,TREATS,C0243001,Abdominal Abscess
"[5955, 9, 3008]",[-0.18554727733135223],C0123931,irinotecan,TREATS,C0027819,Neuroblastoma
"[4389, 9, 3155]",[-0.18734978139400482],C0041041,trimethoprim,TREATS,C0029443,Osteomyelitis
"[4544, 9, 2622]",[-0.18830087780952454],C0042679,vincristine,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[5421, 9, 3155]",[-0.1896694153547287],C0075870,tazobactam,TREATS,C0029443,Osteomyelitis
"[228, 9, 3325]",[-0.1913243532180786],C0002645,amoxicillin,TREATS,C0031154,Peritonitis
"[4206, 9, 3008]",[-0.19367462396621704],C0039871,thiotepa,TREATS,C0027819,Neuroblastoma
"[3408, 9, 3857]",[-0.19482317566871643],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[2204, 9, 3008]",[-0.19527019560337067],C0020823,ifosfamide,TREATS,C0027819,Neuroblastoma
"[5056, 9, 2969]",[-0.1952742338180542],C0061851,ondansetron,TREATS,C0027498,Nausea and vomiting
"[10604, 9, 2150]",[-0.19570547342300415],C0965129,rosuvastatin,TREATS,C0020473,Hyperlipidemia
"[8776, 9, 3155]",[-0.19689786434173584],C0536495,moxifloxacin,TREATS,C0029443,Osteomyelitis
"[6371, 9, 8638]",[-0.19745931029319763],C0171023,olanzapine,TREATS,C0497327,Dementia
"[5349, 9, 430]",[-0.20000094175338745],C0072973,ramipril,TREATS,C0004238,Atrial Fibrillation
"[2584, 9, 3857]",[-0.20367485284805298],C0024002,lorazepam,TREATS,C0036341,Schizophrenia
"[10499, 9, 4052]",[-0.2076019048690796],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[10277, 9, 3639]",[-0.21362870931625366],C0872913,tenecteplase,TREATS,C0034065,Pulmonary Embolism
"[3030, 9, 2150]",[-0.2150309979915619],C0027996,niacin,TREATS,C0020473,Hyperlipidemia
"[1134, 9, 2502]",[-0.22035716474056244],C0010583,cyclophosphamide,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[3035, 9, 2150]",[-0.221481591463089],C0028027,nicotinamide,TREATS,C0020473,Hyperlipidemia
"[5955, 9, 8877]",[-0.2218395173549652],C0123931,irinotecan,TREATS,C0553580,Ewings sarcoma
"[4391, 9, 3857]",[-0.22217924892902374],C0041056,trimipramine,TREATS,C0036341,Schizophrenia
"[5508, 9, 8638]",[-0.2224690169095993],C0078569,venlafaxine,TREATS,C0497327,Dementia
"[3514, 9, 103]",[-0.224409282207489],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[10778, 9, 415]",[-0.22514905035495758],C1120386,micafungin,TREATS,C0004030,Aspergillosis
"[13704, 9, 3621]",[-0.22838753461837769],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[10778, 9, 691]",[-0.22879621386528015],C1120386,micafungin,TREATS,C0006840,Candidiasis
"[1134, 9, 2706]",[-0.23237381875514984],C0010583,cyclophosphamide,TREATS,C0025202,melanoma
"[3183, 9, 3857]",[-0.2334294468164444],C0029997,oxazepam,TREATS,C0036341,Schizophrenia
"[5525, 9, 3008]",[-0.23578287661075592],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[6040, 9, 740]",[-0.2380363941192627],C0144576,paclitaxel,TREATS,C0007137,Squamous cell carcinoma
"[7727, 9, 8638]",[-0.23837554454803467],C0299792,aripiprazole,TREATS,C0497327,Dementia
"[2204, 9, 3789]",[-0.24071909487247467],C0020823,ifosfamide,TREATS,C0035412,Rhabdomyosarcoma
"[5300, 9, 3089]",[-0.24113820493221283],C0071097,pioglitazone,TREATS,C0028754,Obesity
"[13708, 9, 2615]",[-0.24273543059825897],C4741328,rituximab-abbs,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[4506, 9, 466]",[-0.24331258237361908],C0042313,vancomycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[5386, 9, 8638]",[-0.24695844948291779],C0074393,sertraline,TREATS,C0497327,Dementia
