Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[6652, 9, 546]",[-0.25805389881134033],C0070166,clopidogrel,TREATS,C0004238,Atrial Fibrillation
"[7657, 9, 930]",[-0.27750715613365173],C0144576,paclitaxel,TREATS,C0007137,Squamous cell carcinoma
"[288, 9, 4531]",[-0.3076259195804596],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[13991, 9, 5070]",[-0.3345259130001068],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[6055, 9, 4531]",[-0.34174492955207825],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[18253, 9, 4489]",[-0.34734198451042175],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[4364, 9, 136]",[-0.3487165570259094],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[8976, 9, 506]",[-0.3525179922580719],C0209368,mycophenolate mofetil,TREATS,C0003873,Rheumatoid Arthritis
"[13362, 9, 929]",[-0.3585361838340759],C0796392,bevacizumab,TREATS,C0007134,Renal Cell Carcinoma
"[12280, 9, 7739]",[-0.3592548072338104],C0657912,pregabalin,TREATS,C0150055,Chronic pain
"[11666, 9, 927]",[-0.3640137016773224],C0541315,everolimus,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[5730, 9, 14038]",[-0.36487478017807007],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[3469, 9, 3926]",[-0.3650405704975128],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[1416, 9, 1380]",[-0.3661036193370819],C0010583,cyclophosphamide,TREATS,C0010346,Crohn Disease
"[4481, 9, 1363]",[-0.36860716342926025],C0033798,pseudoephedrine,TREATS,C0010200,Coughing
"[5670, 9, 2468]",[-0.373386949300766],C0042523,verapamil,TREATS,C0018801,Heart failure
"[5363, 9, 588]",[-0.37743520736694336],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[3784, 9, 4531]",[-0.3807436525821686],C0028156,nitrofurantoin,TREATS,C0034186,Pyelonephritis
"[5898, 9, 9600]",[-0.3826378881931305],C0051696,amlodipine,TREATS,C0264716,Chronic heart failure
"[9451, 9, 930]",[-0.38379213213920593],C0246415,docetaxel,TREATS,C0007137,Squamous cell carcinoma
"[6631, 9, 927]",[-0.38643455505371094],C0069717,oxaliplatin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[5250, 9, 2617]",[-0.39564579725265503],C0039736,thalidomide,TREATS,C0019829,Hodgkin Disease
"[6692, 9, 3835]",[-0.39752575755119324],C0071097,pioglitazone,TREATS,C0028754,Obesity
"[14458, 9, 3249]",[-0.401914119720459],C1144149,lenalidomide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[1124, 9, 3835]",[-0.4032568633556366],C0008318,colecalciferol,TREATS,C0028754,Obesity
"[12280, 9, 11445]",[-0.40946164727211],C0657912,pregabalin,TREATS,C0497327,Dementia
"[6787, 9, 241]",[-0.41020095348358154],C0073393,risperidone,TREATS,C0002395,Alzheimer's Disease
"[12301, 9, 17273]",[-0.4113381803035736],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[11666, 9, 930]",[-0.4135921895503998],C0541315,everolimus,TREATS,C0007137,Squamous cell carcinoma
"[1238, 9, 11445]",[-0.41653963923454285],C0009079,clozapine,TREATS,C0497327,Dementia
"[1416, 9, 3356]",[-0.41863706707954407],C0010583,cyclophosphamide,TREATS,C0025202,melanoma
"[789, 9, 1363]",[-0.4220099151134491],C0006246,brompheniramine,TREATS,C0010200,Coughing
"[2170, 9, 11445]",[-0.4220863878726959],C0016365,fluoxetine,TREATS,C0497327,Dementia
"[288, 9, 4127]",[-0.42429596185684204],C0002645,amoxicillin,TREATS,C0031154,Peritonitis
"[1416, 9, 3110]",[-0.4296933710575104],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[11651, 9, 869]",[-0.4299456477165222],C0537894,caspofungin,TREATS,C0006840,Candidiasis
"[12316, 9, 927]",[-0.43056121468544006],C0671970,capecitabine,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[14350, 9, 4810]",[-0.4326897859573364],C1122087,adalimumab,TREATS,C0036202,Sarcoidosis
