Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[11831, 9, 1109]",[-0.3911162316799164],C1619966,abatacept,TREATS,C0010346,Crohn Disease
"[3565, 9, 1093]",[-0.4046769440174103],C0033405,promethazine,TREATS,C0010200,Coughing
"[894, 9, 421]",[-0.4633215665817261],C0008318,colecalciferol,TREATS,C0004096,Asthma
"[1134, 9, 1109]",[-0.4871372878551483],C0010583,cyclophosphamide,TREATS,C0010346,Crohn Disease
"[3239, 9, 3159]",[-0.4894011616706848],C0030520,parathyroid hormone,TREATS,C0029456,Osteoporosis
"[11831, 9, 2891]",[-0.505420982837677],C1619966,abatacept,TREATS,C0026769,Multiple Sclerosis
"[3513, 9, 1684]",[-0.5235249400138855],C0032950,prednisolone,TREATS,C0015967,Fever
"[958, 9, 364]",[-0.5455302596092224],C0008845,citalopram,TREATS,C0003469,Anxiety Disorders
"[1134, 9, 2495]",[-0.5485207438468933],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[10928, 9, 738]",[-0.556316614151001],C1176020,sunitinib,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[1571, 9, 1489]",[-0.5695691704750061],C0014912,estradiol,TREATS,C0014175,Endometriosis
"[2793, 9, 1684]",[-0.5721952319145203],C0025815,methylprednisolone,TREATS,C0015967,Fever
"[2830, 9, 3205]",[-0.6029383540153503],C0026056,midazolam,TREATS,C0030193,Pain
"[1742, 9, 3205]",[-0.6081070303916931],C0016360,fluorouracil,TREATS,C0030193,Pain
"[5254, 9, 738]",[-0.6226155757904053],C0069717,oxaliplatin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[9236, 9, 12891]",[-0.6243027448654175],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[11831, 9, 3847]",[-0.6290891766548157],C1619966,abatacept,TREATS,C0036202,Sarcoidosis
"[10064, 9, 739]",[-0.6297578811645508],C0796392,bevacizumab,TREATS,C0007134,Renal Cell Carcinoma
"[1866, 9, 3089]",[-0.6330810785293579],C0017687,glucagon,TREATS,C0028754,Obesity
"[7271, 9, 3205]",[-0.6439193487167358],C0246415,docetaxel,TREATS,C0030193,Pain
"[3513, 9, 2889]",[-0.6444226503372192],C0032950,prednisolone,TREATS,C0026764,Multiple Myeloma
"[1742, 9, 739]",[-0.6472060680389404],C0016360,fluorouracil,TREATS,C0007134,Renal Cell Carcinoma
"[5176, 9, 3155]",[-0.6544185876846313],C0066005,meropenem,TREATS,C0029443,Osteomyelitis
"[2584, 9, 1523]",[-0.6576449275016785],C0024002,lorazepam,TREATS,C0014544,Epilepsy
"[409, 9, 2889]",[-0.6703228950500488],C0003968,ascorbic acid,TREATS,C0026764,Multiple Myeloma
"[10853, 9, 2615]",[-0.6706395149230957],C1144149,lenalidomide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[1371, 9, 3857]",[-0.6746912002563477],C0013085,doxepin,TREATS,C0036341,Schizophrenia
"[2793, 9, 2889]",[-0.6769485473632812],C0025815,methylprednisolone,TREATS,C0026764,Multiple Myeloma
"[2830, 9, 3091]",[-0.6847758889198303],C0026056,midazolam,TREATS,C0028768,Obsessive-Compulsive Disorder
"[6042, 9, 3155]",[-0.6867884397506714],C0145106,teicoplanin,TREATS,C0029443,Osteomyelitis
"[2832, 9, 186]",[-0.6881148815155029],C0026088,mifepristone,TREATS,C0002395,Alzheimer's Disease
"[4191, 9, 2090]",[-0.6946349143981934],C0039736,thalidomide,TREATS,C0019829,Hodgkin Disease
"[5663, 9, 2889]",[-0.697756290435791],C0085149,tacrolimus,TREATS,C0026764,Multiple Myeloma
"[4708, 9, 2150]",[-0.7029578685760498],C0051696,amlodipine,TREATS,C0020473,Hyperlipidemia
"[2584, 9, 3205]",[-0.706938624382019],C0024002,lorazepam,TREATS,C0030193,Pain
"[4738, 9, 563]",[-0.7069728374481201],C0052796,azithromycin,TREATS,C0005743,Blepharoconjunctivitis
"[2939, 9, 421]",[-0.7073745131492615],C0027235,ipratropium,TREATS,C0004096,Asthma
"[3059, 9, 544]",[-0.7225649952888489],C0028215,nitrous oxide,TREATS,C0005586,Bipolar Disorder
"[11831, 9, 2600]",[-0.7254072427749634],C1619966,abatacept,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[6950, 9, 402]",[-0.7262520790100098],C0209368,mycophenolate mofetil,TREATS,C0003873,Rheumatoid Arthritis
"[3565, 9, 2961]",[-0.7321714162826538],C0033405,promethazine,TREATS,C0027424,Nasal congestion (finding)
"[8244, 9, 4484]",[-0.7388985753059387],C0393022,rituximab,TREATS,C0042109,Urticaria
"[4532, 9, 1980]",[-0.7412129044532776],C0042523,verapamil,TREATS,C0018801,Heart failure
"[4833, 9, 3655]",[-0.743980348110199],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[13708, 9, 2615]",[-0.7457621097564697],C4741328,rituximab-abbs,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[3615, 9, 1093]",[-0.746780276298523],C0033798,pseudoephedrine,TREATS,C0010200,Coughing
"[8212, 9, 3325]",[-0.7489538788795471],C0389169,doripenem,TREATS,C0031154,Peritonitis
"[957, 9, 3205]",[-0.7496446371078491],C0008838,cisplatin,TREATS,C0030193,Pain
"[3059, 9, 3205]",[-0.7557646036148071],C0028215,nitrous oxide,TREATS,C0030193,Pain
"[1372, 9, 3789]",[-0.7644364833831787],C0013089,doxorubicin,TREATS,C0035412,Rhabdomyosarcoma
"[4506, 9, 466]",[-0.7685254812240601],C0042313,vancomycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[10863, 9, 691]",[-0.7689521908760071],C1145701,amphotericin B liposomal,TREATS,C0006840,Candidiasis
"[4282, 9, 466]",[-0.7712535858154297],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[2830, 9, 11014]",[-0.7737880945205688],C0026056,midazolam,TREATS,C1269683,Major Depressive Disorder
"[9865, 9, 1109]",[-0.77435302734375],C0770565,dexamethasone phosphate,TREATS,C0010346,Crohn Disease
"[644, 9, 3146]",[-0.7756364345550537],C0006405,buprenorphine,TREATS,C0029408,Degenerative polyarthritis
"[3565, 9, 1224]",[-0.7760975956916809],C0033405,promethazine,TREATS,C0011615,"Dermatitis, Atopic"
"[10784, 9, 421]",[-0.778938889503479],C1122087,adalimumab,TREATS,C0004096,Asthma
"[10784, 9, 3847]",[-0.7796642184257507],C1122087,adalimumab,TREATS,C0036202,Sarcoidosis
"[2951, 9, 3091]",[-0.7818149328231812],C0027360,naltrexone,TREATS,C0028768,Obsessive-Compulsive Disorder
"[13704, 9, 3621]",[-0.7854418754577637],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[7727, 9, 11003]",[-0.7878991365432739],C0299792,aripiprazole,TREATS,C1263846,Attention deficit hyperactivity disorder
"[448, 9, 2889]",[-0.7889781594276428],C0004475,azacitidine,TREATS,C0026764,Multiple Myeloma
"[3065, 9, 3246]",[-0.7894096374511719],C0028351,norepinephrine,TREATS,C0030567,Parkinson Disease
"[4708, 9, 7365]",[-0.7900308966636658],C0051696,amlodipine,TREATS,C0264716,Chronic heart failure
"[10499, 9, 4052]",[-0.7965892553329468],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
