Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[5315, 9, 4009]",[-0.5303659439086914],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[252, 9, 4009]",[-0.5328362584114075],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[3855, 9, 116]",[-0.5645601153373718],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[4720, 9, 519]",[-0.5951487421989441],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[1254, 9, 2747]",[-0.6164328455924988],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[5044, 9, 11841]",[-0.6492272615432739],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[5793, 9, 820]",[-0.6538604497909546],C0069717,oxaliplatin,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[5705, 9, 519]",[-0.6620387434959412],C0066005,meropenem,TREATS,C0004626,"Pneumonia, Bacterial"
"[252, 9, 8071]",[-0.7115917801856995],C0002645,amoxicillin,TREATS,C0243001,Abdominal Abscess
"[10413, 9, 820]",[-0.717882513999939],C0671970,capecitabine,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[252, 9, 3646]",[-0.7225321531295776],C0002645,amoxicillin,TREATS,C0031154,Peritonitis
"[9872, 9, 8290]",[-0.726410984992981],C0536495,moxifloxacin,TREATS,C0271429,Acute otitis media
"[1095, 9, 9714]",[-0.7361048460006714],C0009079,clozapine,TREATS,C0497327,Dementia
"[3051, 9, 2755]",[-0.7540901899337769],C0025677,methotrexate,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[4835, 9, 4009]",[-0.7601357102394104],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
"[8635, 9, 4250]",[-0.7953230142593384],C0299792,aripiprazole,TREATS,C0036337,Schizoaffective Disorder
"[1055, 9, 4481]",[-0.8001549243927002],C0008845,citalopram,TREATS,C0038436,Post-Traumatic Stress Disorder
"[4508, 9, 4009]",[-0.8006572723388672],C0038689,sulfamethoxazole,TREATS,C0034186,Pyelonephritis
"[4506, 9, 2902]",[-0.8017241954803467],C0038679,sulfadoxine,TREATS,C0024530,Malaria
"[5004, 9, 2885]",[-0.8044179677963257],C0042679,vincristine,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[1254, 9, 8388]",[-0.8114961385726929],C0010583,cyclophosphamide,TREATS,C0278678,Metastatic Renal Cell Cancer
"[1254, 9, 820]",[-0.8171427845954895],C0010583,cyclophosphamide,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[3349, 9, 4009]",[-0.8202987909317017],C0028156,nitrofurantoin,TREATS,C0034186,Pyelonephritis
"[11803, 9, 4467]",[-0.8220322132110596],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[3964, 9, 1208]",[-0.8275105953216553],C0033798,pseudoephedrine,TREATS,C0010200,Coughing
"[7049, 9, 9714]",[-0.84146648645401],C0171023,olanzapine,TREATS,C0497327,Dementia
"[3224, 9, 469]",[-0.8422479033470154],C0027235,ipratropium,TREATS,C0004096,Asthma
"[3910, 9, 3248]",[-0.8441818356513977],C0033405,promethazine,TREATS,C0027424,Nasal congestion (finding)
"[1520, 9, 4173]",[-0.8468238711357117],C0013089,doxorubicin,TREATS,C0035412,Rhabdomyosarcoma
"[699, 9, 4178]",[-0.8510744571685791],C0006246,brompheniramine,TREATS,C0035455,Rhinitis
"[12200, 9, 2885]",[-0.8536661863327026],C1144149,lenalidomide,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[3910, 9, 4178]",[-0.8569052219390869],C0033405,promethazine,TREATS,C0035455,Rhinitis
"[5004, 9, 4164]",[-0.8651804327964783],C0042679,vincristine,TREATS,C0035335,Retinoblastoma
"[12301, 9, 2747]",[-0.8665831089019775],C1176309,bortezomib,TREATS,C0023449,Acute lymphocytic leukemia
"[2976, 9, 2874]",[-0.8684158325195312],C0025241,melphalan,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[3910, 9, 1208]",[-0.8747607469558716],C0033405,promethazine,TREATS,C0010200,Coughing
"[1463, 9, 5037]",[-0.8752825260162354],C0012522,diphenhydramine,TREATS,C0042963,Vomiting
"[8635, 9, 9714]",[-0.8768410086631775],C0299792,aripiprazole,TREATS,C0497327,Dementia
"[2842, 9, 1683]",[-0.8841181397438049],C0024002,lorazepam,TREATS,C0014544,Epilepsy
"[5993, 9, 3298]",[-0.8877288103103638],C0076080,temozolomide,TREATS,C0027819,Neuroblastoma
"[4227, 9, 9352]",[-0.8891605734825134],C0036079,salicylic acid,TREATS,C0406317,Chronic small plaque psoriasis
"[3051, 9, 3298]",[-0.8933383822441101],C0025677,methotrexate,TREATS,C0027819,Neuroblastoma
"[6100, 9, 3298]",[-0.8935831785202026],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[2842, 9, 3255]",[-0.8949751257896423],C0024002,lorazepam,TREATS,C0027497,Nausea
"[5004, 9, 9981]",[-0.8985016345977783],C0042679,vincristine,TREATS,C0553580,Ewings sarcoma
"[6566, 9, 9714]",[-0.9006025195121765],C0123091,quetiapine,TREATS,C0497327,Dementia
"[5926, 9, 3536]",[-0.9018394947052002],C0073393,risperidone,TREATS,C0030319,Panic Disorder
"[2842, 9, 4251]",[-0.90242999792099],C0024002,lorazepam,TREATS,C0036341,Schizophrenia
"[7684, 9, 4666]",[-0.9029895067214966],C0206460,enoxaparin,TREATS,C0040053,Thrombosis
"[3051, 9, 284]",[-0.9146652817726135],C0025677,methotrexate,TREATS,C0002874,Aplastic Anemia
"[4963, 9, 519]",[-0.9156434535980225],C0042313,vancomycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[6683, 9, 3298]",[-0.9215056896209717],C0146224,topotecan,TREATS,C0027819,Neuroblastoma
"[3051, 9, 4164]",[-0.9234418869018555],C0025677,methotrexate,TREATS,C0035335,Retinoblastoma
"[3855, 9, 4590]",[-0.9285252094268799],C0032952,prednisone,TREATS,C0039483,Giant Cell Arteritis
"[1737, 9, 3467]",[-0.9295302629470825],C0014912,estradiol,TREATS,C0029456,Osteoporosis
"[9187, 9, 8000]",[-0.9296261072158813],C0387288,verteporfin,TREATS,C0242383,Age related macular degeneration
