Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[144, 9, 3902]",[119.4071273803711],C0001962,ethanol,TREATS,C0036992,Short Bowel Syndrome
"[3363, 9, 3008]",[117.19368743896484],C0031507,phenytoin,TREATS,C0027819,Neuroblastoma
"[3578, 9, 10207]",[116.98252868652344],C0033497,propranolol,TREATS,C0860594,"Malignant melanoma, metastatic"
"[8776, 9, 3008]",[116.78050994873047],C0536495,moxifloxacin,TREATS,C0027819,Neuroblastoma
"[13704, 9, 3621]",[109.21958923339844],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[12014, 9, 3857]",[104.67577362060547],C1873633,lisdexamfetamine,TREATS,C0036341,Schizophrenia
"[10064, 9, 2889]",[102.998291015625],C0796392,bevacizumab,TREATS,C0026764,Multiple Myeloma
"[1191, 9, 2639]",[102.72639465332031],C0011185,prasterone,TREATS,C0024530,Malaria
"[4357, 9, 3794]",[101.46112060546875],C0040864,triamcinolone,TREATS,C0035455,Rhinitis
"[1891, 9, 2889]",[100.97343444824219],C0017890,glycine,TREATS,C0026764,Multiple Myeloma
"[3565, 9, 3857]",[100.68013000488281],C0033405,promethazine,TREATS,C0036341,Schizophrenia
"[1237, 9, 7899]",[100.47920989990234],C0011777,dexamethasone,TREATS,C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
"[5460, 9, 3857]",[99.71588134765625],C0076829,topiramate,TREATS,C0036341,Schizophrenia
"[9865, 9, 2889]",[99.54396057128906],C0770565,dexamethasone phosphate,TREATS,C0026764,Multiple Myeloma
"[419, 9, 2891]",[98.58305358886719],C0004057,acetylsalicylic acid,TREATS,C0026769,Multiple Sclerosis
"[409, 9, 2889]",[98.44319915771484],C0003968,ascorbic acid,TREATS,C0026764,Multiple Myeloma
"[3363, 9, 3857]",[97.8052978515625],C0031507,phenytoin,TREATS,C0036341,Schizophrenia
"[2199, 9, 7128]",[97.18627166748047],C0020740,ibuprofen,TREATS,C0238425,Hemoglobin SS disease with crisis
"[3615, 9, 1093]",[96.73829650878906],C0033798,pseudoephedrine,TREATS,C0010200,Coughing
"[7266, 9, 3246]",[96.54364776611328],C0245561,duloxetine,TREATS,C0030567,Parkinson Disease
"[1237, 9, 739]",[96.47187805175781],C0011777,dexamethasone,TREATS,C0007134,Renal Cell Carcinoma
"[3546, 9, 2889]",[96.46614074707031],C0033228,fenofibrate,TREATS,C0026764,Multiple Myeloma
"[12354, 9, 421]",[96.46513366699219],C2348248,dexlansoprazole,TREATS,C0004096,Asthma
"[3513, 9, 1684]",[96.40474700927734],C0032950,prednisolone,TREATS,C0015967,Fever
"[2584, 9, 3205]",[96.02348327636719],C0024002,lorazepam,TREATS,C0030193,Pain
"[9534, 9, 3159]",[95.8709487915039],C0717758,etanercept,TREATS,C0029456,Osteoporosis
"[5256, 9, 3857]",[95.79186248779297],C0069751,oxcarbazepine,TREATS,C0036341,Schizophrenia
"[1755, 9, 739]",[95.7388687133789],C0016410,folic acid,TREATS,C0007134,Renal Cell Carcinoma
"[2837, 9, 1220]",[95.69601440429688],C0026187,minocycline,TREATS,C0011581,Depressive disorder
"[2663, 9, 3857]",[95.66494750976562],C0024778,maprotiline,TREATS,C0036341,Schizophrenia
"[1134, 9, 2495]",[95.58560180664062],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[10850, 9, 3857]",[95.53612518310547],C1142933,rimonabant,TREATS,C0036341,Schizophrenia
"[10604, 9, 4528]",[95.50679016113281],C0965129,rosuvastatin,TREATS,C0042487,Venous Thrombosis
"[3348, 9, 3857]",[94.56556701660156],C0031412,phenobarbital,TREATS,C0036341,Schizophrenia
"[9249, 9, 2889]",[94.4641342163086],C0672708,vorinostat,TREATS,C0026764,Multiple Myeloma
"[8794, 9, 3276]",[94.14924621582031],C0541315,everolimus,TREATS,C0030807,Pemphigus
"[3514, 9, 2639]",[93.77739715576172],C0032952,prednisone,TREATS,C0024530,Malaria
"[9865, 9, 8666]",[93.74446105957031],C0770565,dexamethasone phosphate,TREATS,C0520909,Postoperative Nausea and Vomiting
"[1270, 9, 2172]",[93.70915222167969],C0012022,diazoxide,TREATS,C0020557,Hypertriglyceridemia
"[4532, 9, 3924]",[93.52001953125],C0042523,verapamil,TREATS,C0037199,Sinusitis
"[1134, 9, 2706]",[93.46115112304688],C0010583,cyclophosphamide,TREATS,C0025202,melanoma
