Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[3349, 9, 4009]",[-0.09459206461906433],C0028156,nitrofurantoin,TREATS,C0034186,Pyelonephritis
"[5705, 9, 3463]",[-0.11104363203048706],C0066005,meropenem,TREATS,C0029443,Osteomyelitis
"[5793, 9, 3298]",[-0.11318454146385193],C0069717,oxaliplatin,TREATS,C0027819,Neuroblastoma
"[4835, 9, 4009]",[-0.12017092108726501],C0041041,trimethoprim,TREATS,C0034186,Pyelonephritis
"[10390, 9, 3463]",[-0.12045132368803024],C0663241,linezolid,TREATS,C0029443,Osteomyelitis
"[12105, 9, 1647]",[-0.12173127382993698],C1120106,ertapenem,TREATS,C0014179,Endometritis
"[5044, 9, 11841]",[-0.12328661978244781],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[4508, 9, 4009]",[-0.12336365878582001],C0038689,sulfamethoxazole,TREATS,C0034186,Pyelonephritis
"[5310, 9, 3463]",[-0.12526939809322357],C0055003,cefepime,TREATS,C0029443,Osteomyelitis
"[2426, 9, 4173]",[-0.12818096578121185],C0020823,ifosfamide,TREATS,C0035412,Rhabdomyosarcoma
"[3739, 9, 4251]",[-0.1298220157623291],C0031935,pimozide,TREATS,C0036341,Schizophrenia
"[506, 9, 3463]",[-0.1326065957546234],C0004521,aztreonam,TREATS,C0029443,Osteomyelitis
"[3855, 9, 4590]",[-0.13414964079856873],C0032952,prednisone,TREATS,C0039483,Giant Cell Arteritis
"[4640, 9, 4164]",[-0.13506390154361725],C0039871,thiotepa,TREATS,C0035335,Retinoblastoma
"[5989, 9, 3463]",[-0.13512493669986725],C0075870,tazobactam,TREATS,C0029443,Osteomyelitis
"[8121, 9, 822]",[-0.13541528582572937],C0246415,docetaxel,TREATS,C0007137,Squamous cell carcinoma
"[1770, 9, 4164]",[-0.13618722558021545],C0015133,etoposide,TREATS,C0035335,Retinoblastoma
"[3744, 9, 3463]",[-0.13689443469047546],C0031955,piperacillin,TREATS,C0029443,Osteomyelitis
"[1065, 9, 3463]",[-0.1377316117286682],C0008947,clindamycin,TREATS,C0029443,Osteomyelitis
"[4640, 9, 2755]",[-0.14080597460269928],C0039871,thiotepa,TREATS,C0023473,"Myeloid Leukemia, Chronic"
"[5315, 9, 4009]",[-0.14133411645889282],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[6576, 9, 3298]",[-0.14366990327835083],C0123931,irinotecan,TREATS,C0027819,Neuroblastoma
"[1254, 9, 2747]",[-0.14450596272945404],C0010583,cyclophosphamide,TREATS,C0023449,Acute lymphocytic leukemia
"[2044, 9, 1390]",[-0.14501790702342987],C0017628,glibenclamide,TREATS,C0011849,Diabetes Mellitus
"[3074, 9, 3463]",[-0.1452358365058899],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[6100, 9, 3298]",[-0.1456417739391327],C0079083,carboplatin,TREATS,C0027819,Neuroblastoma
"[4640, 9, 3298]",[-0.14810234308242798],C0039871,thiotepa,TREATS,C0027819,Neuroblastoma
"[11803, 9, 4467]",[-0.14937062561511993],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[15378, 9, 3972]",[-0.15383750200271606],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[4835, 9, 3463]",[-0.15435096621513367],C0041041,trimethoprim,TREATS,C0029443,Osteomyelitis
"[1055, 9, 4481]",[-0.1545071005821228],C0008845,citalopram,TREATS,C0038436,Post-Traumatic Stress Disorder
"[9872, 9, 8290]",[-0.15487900376319885],C0536495,moxifloxacin,TREATS,C0271429,Acute otitis media
