Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[252, 9, 8071]",[-0.0034236200153827667],C0002645,amoxicillin,TREATS,C0243001,Abdominal Abscess
"[2151, 9, 3255]",[-0.0034947507083415985],C0018546,haloperidol,TREATS,C0027497,Nausea
"[2151, 9, 9714]",[-0.0037985481321811676],C0018546,haloperidol,TREATS,C0497327,Dementia
"[162, 9, 3171]",[-0.004057854413986206],C0001962,ethanol,TREATS,C0026769,Multiple Sclerosis
"[162, 9, 3179]",[-0.004118762910366058],C0001962,ethanol,TREATS,C0026838,Muscle Spasticity
"[15193, 9, 4945]",[-0.004183720797300339],C4529301,bevacizumab-awwb,TREATS,C0042164,Uveitis
"[9174, 9, 2874]",[-0.004262477159500122],C0383429,alemtuzumab,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[2625, 9, 1361]",[-0.004271864891052246],C0022322,ivermectin,TREATS,C0011615,"Dermatitis, Atopic"
"[6289, 9, 1266]",[-0.004470475018024445],C0085259,mupirocin,TREATS,C0010674,Cystic Fibrosis
"[162, 9, 4304]",[-0.004624791443347931],C0001962,ethanol,TREATS,C0036992,Short Bowel Syndrome
"[15193, 9, 7947]",[-0.00469772145152092],C4529301,bevacizumab-awwb,TREATS,C0238198,Gastrointestinal Stromal Tumors
"[12105, 9, 1647]",[-0.004804614931344986],C1120106,ertapenem,TREATS,C0014179,Endometritis
"[13115, 9, 4241]",[-0.004898443818092346],C1516119,sorafenib,TREATS,C0036220,Kaposi Sarcoma
"[9174, 9, 2859]",[-0.004899252206087112],C0383429,alemtuzumab,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[4605, 9, 3171]",[-0.0049181655049324036],C0039601,testosterone,TREATS,C0026769,Multiple Sclerosis
"[9174, 9, 1225]",[-0.00494137778878212],C0383429,alemtuzumab,TREATS,C0010346,Crohn Disease
"[5395, 9, 456]",[-0.0049750544130802155],C0057144,daptomycin,TREATS,C0003962,Ascites
"[9174, 9, 449]",[-0.005023173987865448],C0383429,alemtuzumab,TREATS,C0003873,Rheumatoid Arthritis
"[2898, 9, 469]",[-0.005050722509622574],C0024480,magnesium sulfate,TREATS,C0004096,Asthma
"[9174, 9, 284]",[-0.005211945623159409],C0383429,alemtuzumab,TREATS,C0002874,Aplastic Anemia
"[4605, 9, 2181]",[-0.005230877548456192],C0039601,testosterone,TREATS,C0018801,Heart failure
"[15193, 9, 821]",[-0.005293119698762894],C4529301,bevacizumab-awwb,TREATS,C0007134,Renal Cell Carcinoma
"[15193, 9, 7717]",[-0.005409471690654755],C4529301,bevacizumab-awwb,TREATS,C0206754,Neuroendocrine Tumors
"[15193, 9, 11472]",[-0.005717940628528595],C4529301,bevacizumab-awwb,TREATS,C0860594,"Malignant melanoma, metastatic"
"[2898, 9, 3517]",[-0.00572725385427475],C0024480,magnesium sulfate,TREATS,C0030193,Pain
"[725, 9, 2859]",[-0.005801979452371597],C0006463,busulfan,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[9174, 9, 2304]",[-0.005802731961011887],C0383429,alemtuzumab,TREATS,C0019829,Hodgkin Disease
"[14356, 9, 4173]",[-0.0058830007910728455],C2987648,afatinib,TREATS,C0035412,Rhabdomyosarcoma
"[5395, 9, 2989]",[-0.005921538919210434],C0057144,daptomycin,TREATS,C0025289,Meningitis
"[1629, 9, 11472]",[-0.006200376898050308],C0014025,enalapril,TREATS,C0860594,"Malignant melanoma, metastatic"
"[725, 9, 2885]",[-0.0062836334109306335],C0006463,busulfan,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[725, 9, 284]",[-0.006386306136846542],C0006463,busulfan,TREATS,C0002874,Aplastic Anemia
"[3854, 9, 9799]",[-0.006691738963127136],C0032950,prednisolone,TREATS,C0524662,Opiate Addiction
"[3854, 9, 9677]",[-0.006990734487771988],C0032950,prednisolone,TREATS,C0474368,Labor Pain
"[3854, 9, 1859]",[-0.007092852145433426],C0032950,prednisolone,TREATS,C0015967,Fever
"[3854, 9, 2201]",[-0.007323719561100006],C0032950,prednisolone,TREATS,C0018916,Hemangioma
"[2841, 9, 1120]",[-0.00732957199215889],C0023992,loperamide,TREATS,C0009324,Ulcerative Colitis
"[2426, 9, 4173]",[-0.00734151154756546],C0020823,ifosfamide,TREATS,C0035412,Rhabdomyosarcoma
"[3854, 9, 821]",[-0.0074592940509319305],C0032950,prednisolone,TREATS,C0007134,Renal Cell Carcinoma
"[12196, 9, 4250]",[-0.007542036473751068],C1142933,rimonabant,TREATS,C0036337,Schizoaffective Disorder
"[12196, 9, 7994]",[-0.007758338004350662],C1142933,rimonabant,TREATS,C0242339,Dyslipidemias
"[2841, 9, 4304]",[-0.0077666714787483215],C0023992,loperamide,TREATS,C0036992,Short Bowel Syndrome
"[252, 9, 3646]",[-0.007837746292352676],C0002645,amoxicillin,TREATS,C0031154,Peritonitis
"[12196, 9, 4251]",[-0.007925707846879959],C1142933,rimonabant,TREATS,C0036341,Schizophrenia
"[5315, 9, 4009]",[-0.00796620175242424],C0055014,ceftibuten,TREATS,C0034186,Pyelonephritis
"[3855, 9, 2902]",[-0.008050587028265],C0032952,prednisone,TREATS,C0024530,Malaria
"[3855, 9, 821]",[-0.0080576092004776],C0032952,prednisone,TREATS,C0007134,Renal Cell Carcinoma
"[3855, 9, 1364]",[-0.00808354839682579],C0032952,prednisone,TREATS,C0011633,Dermatomyositis
"[3855, 9, 116]",[-0.008114315569400787],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[3855, 9, 1703]",[-0.00811837986111641],C0032952,prednisone,TREATS,C0014733,Erysipelas
"[3855, 9, 3517]",[-0.008153021335601807],C0032952,prednisone,TREATS,C0030193,Pain
"[3855, 9, 2885]",[-0.008245125412940979],C0032952,prednisone,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[3855, 9, 4590]",[-0.008254390209913254],C0032952,prednisone,TREATS,C0039483,Giant Cell Arteritis
"[252, 9, 1859]",[-0.008279241621494293],C0002645,amoxicillin,TREATS,C0015967,Fever
"[252, 9, 4009]",[-0.008289217948913574],C0002645,amoxicillin,TREATS,C0034186,Pyelonephritis
"[3855, 9, 3816]",[-0.008325278759002686],C0032952,prednisone,TREATS,C0032533,Polymyalgia Rheumatica
"[3855, 9, 476]",[-0.00835207849740982],C0032952,prednisone,TREATS,C0004153,Atherosclerosis
"[3855, 9, 1405]",[-0.008360836654901505],C0032952,prednisone,TREATS,C0011991,Diarrhea
"[3855, 9, 2201]",[-0.00838475301861763],C0032952,prednisone,TREATS,C0018916,Hemangioma
"[3509, 9, 164]",[-0.0084461010992527],C0030095,oxytocin,TREATS,C0001973,"Alcoholic Intoxication, Chronic"
"[252, 9, 421]",[-0.008580062538385391],C0002645,amoxicillin,TREATS,C0003615,Appendicitis
"[12196, 9, 1392]",[-0.008719101548194885],C1142933,rimonabant,TREATS,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent"
"[9882, 9, 2182]",[-0.009368278086185455],C0538727,icodextrin,TREATS,C0018802,Congestive heart failure
"[10737, 9, 3467]",[-0.009425286203622818],C0717758,etanercept,TREATS,C0029456,Osteoporosis
"[10737, 9, 1364]",[-0.0094253309071064],C0717758,etanercept,TREATS,C0011633,Dermatomyositis
"[10737, 9, 10062]",[-0.009425356984138489],C0717758,etanercept,TREATS,C0578870,Chronic Spontaneous Urticaria
"[10737, 9, 2781]",[-0.009439527988433838],C0717758,etanercept,TREATS,C0023646,Lichen Planus
"[1690, 9, 116]",[-0.009466070681810379],C0014563,epinephrine,TREATS,C0001627,Congenital adrenal hyperplasia
"[1690, 9, 3390]",[-0.009468376636505127],C0014563,epinephrine,TREATS,C0028754,Obesity
"[1690, 9, 469]",[-0.00950421392917633],C0014563,epinephrine,TREATS,C0004096,Asthma
"[1690, 9, 3517]",[-0.009553540498018265],C0014563,epinephrine,TREATS,C0030193,Pain
"[1690, 9, 3519]",[-0.009658299386501312],C0014563,epinephrine,TREATS,C0030201,"Pain, Postoperative"
"[7684, 9, 4666]",[-0.00970720499753952],C0206460,enoxaparin,TREATS,C0040053,Thrombosis
"[4227, 9, 3390]",[-0.010860897600650787],C0036079,salicylic acid,TREATS,C0028754,Obesity
"[4227, 9, 9352]",[-0.010921966284513474],C0036079,salicylic acid,TREATS,C0406317,Chronic small plaque psoriasis
"[1903, 9, 10872]",[-0.011009979993104935],C0016298,fluocinolone acetonide,TREATS,C0730285,Macular edema due to diabetes mellitus
"[719, 9, 3452]",[-0.011025302112102509],C0006405,buprenorphine,TREATS,C0029408,Degenerative polyarthritis
"[14628, 9, 8402]",[-0.011499922722578049],C3657270,nivolumab,TREATS,C0278987,Metastatic non-small cell lung cancer
"[12210, 9, 770]",[-0.011527128517627716],C1145701,amphotericin B liposomal,TREATS,C0006840,Candidiasis
"[12210, 9, 5041]",[-0.011527169495821],C1145701,amphotericin B liposomal,TREATS,C0042998,Vulvovaginitis
"[4800, 9, 5031]",[-0.011544886976480484],C0040864,triamcinolone,TREATS,C0042900,Vitiligo
"[2963, 9, 2859]",[-0.01210792362689972],C0025147,medroxyprogesterone,TREATS,C0024141,"Lupus Erythematosus, Systemic"
"[697, 9, 10872]",[-0.012147549539804459],C0006230,bromocriptine,TREATS,C0730285,Macular edema due to diabetes mellitus
"[9872, 9, 208]",[-0.012228462845087051],C0536495,moxifloxacin,TREATS,C0002395,Alzheimer's Disease
"[3673, 9, 9714]",[-0.012264460325241089],C0031412,phenobarbital,TREATS,C0497327,Dementia
"[3673, 9, 4251]",[-0.012264486402273178],C0031412,phenobarbital,TREATS,C0036341,Schizophrenia
"[3601, 9, 3972]",[-0.012367699295282364],C0030830,procaine benzylpenicillin,TREATS,C0033860,Psoriasis
"[3412, 9, 1266]",[-0.012955093756318092],C0028978,omeprazole,TREATS,C0010674,Cystic Fibrosis
"[3851, 9, 3331]",[-0.013536185026168823],C0032912,prazosin,TREATS,C0028043,Nicotine Dependence
"[5272, 9, 1120]",[-0.013872269541025162],C0054201,budesonide,TREATS,C0009324,Ulcerative Colitis
"[5272, 9, 4331]",[-0.013872280716896057],C0054201,budesonide,TREATS,C0037199,Sinusitis
"[5272, 9, 3894]",[-0.013872332870960236],C0054201,budesonide,TREATS,C0033246,Proctitis
"[5272, 9, 988]",[-0.013953551650047302],C0054201,budesonide,TREATS,C0008312,Primary Biliary Cholangitis
"[5272, 9, 1405]",[-0.013953901827335358],C0054201,budesonide,TREATS,C0011991,Diarrhea
"[513, 9, 3331]",[-0.014398802071809769],C0004609,baclofen,TREATS,C0028043,Nicotine Dependence
"[513, 9, 7919]",[-0.014398802071809769],C0004609,baclofen,TREATS,C0236663,Alcohol withdrawal syndrome
"[5993, 9, 4173]",[-0.015214923769235611],C0076080,temozolomide,TREATS,C0035412,Rhabdomyosarcoma
"[5993, 9, 9981]",[-0.015215020626783371],C0076080,temozolomide,TREATS,C0553580,Ewings sarcoma
"[5993, 9, 11472]",[-0.015215057879686356],C0076080,temozolomide,TREATS,C0860594,"Malignant melanoma, metastatic"
"[4800, 9, 4178]",[-0.015418298542499542],C0040864,triamcinolone,TREATS,C0035455,Rhinitis
"[8121, 9, 822]",[-0.01542561873793602],C0246415,docetaxel,TREATS,C0007137,Squamous cell carcinoma
"[8121, 9, 3517]",[-0.015425648540258408],C0246415,docetaxel,TREATS,C0030193,Pain
"[3625, 9, 9714]",[-0.015468589961528778],C0030969,perazine,TREATS,C0497327,Dementia
"[8121, 9, 1405]",[-0.015769965946674347],C0246415,docetaxel,TREATS,C0011991,Diarrhea
"[1301, 9, 2902]",[-0.015981242060661316],C0010980,dapsone,TREATS,C0024530,Malaria
"[4720, 9, 519]",[-0.016417834907770157],C0040341,tobramycin,TREATS,C0004626,"Pneumonia, Bacterial"
"[699, 9, 4178]",[-0.01758260652422905],C0006246,brompheniramine,TREATS,C0035455,Rhinitis
"[699, 9, 1208]",[-0.017582636326551437],C0006246,brompheniramine,TREATS,C0010200,Coughing
"[12200, 9, 2874]",[-0.017853569239377975],C1144149,lenalidomide,TREATS,C0024305,"Lymphoma, Non-Hodgkin"
"[12200, 9, 3517]",[-0.017853576689958572],C1144149,lenalidomide,TREATS,C0030193,Pain
"[12200, 9, 820]",[-0.017853576689958572],C1144149,lenalidomide,TREATS,C0007131,Non-Small Cell Lung Carcinoma
"[12200, 9, 2885]",[-0.01785358414053917],C1144149,lenalidomide,TREATS,C0024419,Waldenstrom Macroglobulinemia
"[12200, 9, 821]",[-0.017853636294603348],C1144149,lenalidomide,TREATS,C0007134,Renal Cell Carcinoma
"[3324, 9, 3390]",[-0.018026407808065414],C0027996,niacin,TREATS,C0028754,Obesity
"[3324, 9, 3972]",[-0.018026411533355713],C0027996,niacin,TREATS,C0033860,Psoriasis
"[3324, 9, 2371]",[-0.018026437610387802],C0027996,niacin,TREATS,C0020473,Hyperlipidemia
"[3324, 9, 476]",[-0.0180264413356781],C0027996,niacin,TREATS,C0004153,Atherosclerosis
"[3324, 9, 4483]",[-0.018026486039161682],C0027996,niacin,TREATS,C0038454,Cerebrovascular accident
"[3324, 9, 3206]",[-0.018026527017354965],C0027996,niacin,TREATS,C0027051,Myocardial Infarction
