Triple,Model Score,SUBJECT_CUI,SUBJECT_NAME,PREDICATE,OBJECT_CUI,OBJECT_NAME
"[2939, 9, 421]",[-8.874725341796875],C0027235,ipratropium,TREATS,C0004096,Asthma
"[9236, 9, 12891]",[-8.888774871826172],C0666743,infliximab,TREATS,C3495559,Juvenile arthritis
"[2793, 9, 2889]",[-8.902538299560547],C0025815,methylprednisolone,TREATS,C0026764,Multiple Myeloma
"[2803, 9, 3155]",[-9.148063659667969],C0025872,metronidazole,TREATS,C0029443,Osteomyelitis
"[3514, 9, 3205]",[-9.309624671936035],C0032952,prednisone,TREATS,C0030193,Pain
"[10499, 9, 4052]",[-9.345470428466797],C0937846,esomeprazole,TREATS,C0038358,Gastric ulcer
"[4580, 9, 10537]",[-9.366521835327148],C0043031,warfarin,TREATS,C0948008,Ischemic stroke
"[13704, 9, 3621]",[-9.394447326660156],C4740830,adalimumab-adaz,TREATS,C0033860,Psoriasis
"[2793, 9, 739]",[-9.449403762817383],C0025815,methylprednisolone,TREATS,C0007134,Renal Cell Carcinoma
"[3514, 9, 103]",[-9.52392578125],C0032952,prednisone,TREATS,C0001627,Congenital adrenal hyperplasia
"[5611, 9, 3857]",[-9.556554794311523],C0080356,valproate,TREATS,C0036341,Schizophrenia
"[9224, 9, 256]",[-9.55742359161377],C0663182,daclizumab,TREATS,C0002874,Aplastic Anemia
"[8203, 9, 7171]",[-9.559541702270508],C0387288,verteporfin,TREATS,C0242383,Age related macular degeneration
"[1742, 9, 3205]",[-9.560423851013184],C0016360,fluorouracil,TREATS,C0030193,Pain
"[6950, 9, 402]",[-9.565983772277832],C0209368,mycophenolate mofetil,TREATS,C0003873,Rheumatoid Arthritis
"[8752, 9, 3246]",[-9.612210273742676],C0527316,donepezil,TREATS,C0030567,Parkinson Disease
"[9221, 9, 6096]",[-9.62106704711914],C0657912,pregabalin,TREATS,C0150055,Chronic pain
